Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
ಈ ಆಟವು ಕ್ರಿಕೆಟ್ ನಂತೆ ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ,ಈ ಆಟವು ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ,ಈ ಆಟವು ದೀರ್ಘ ಕಾಲ ನಡೆಯುವುದಿಲ್ಲ,1,"{
    ""Explanation"": ""The metaphor compares the duration of the game to cricket, which is known for its long duration."",
    ""Answer"": 0
}",0,,0
ಅವರ ಜೀವನ ಉದ್ಯಮಿಗಳಷ್ಟು ಕಷ್ಟಕರ,ಅವರ ಜೀವನ ಕಷ್ಟಕರ,ಅವರ ಜೀವನ ಕಷ್ಟಕರವಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares their life to that of an entrepreneur, implying that it is as challenging as that of an entrepreneur."",
  ""answer"": 0
}",0,,0
ದೇವರು ಚಿನ್ನದಂತೆ ಎಲ್ಲೆಡೆಯೂ ಇದ್ದಾನೆ,ದೇವರು ಎಲ್ಲೆಡೆಯೂ ಇದ್ದಾನೆ,ದೇವರು ಎಲ್ಲೆಡೆಯೂ ಇಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares God to gold, implying that just like gold is precious and valuable everywhere, God's presence can be felt everywhere."",
  ""answer"": 0
}",0,,0
ಆ ನೈಸರ್ಗಿಕ ಕ್ರಿಯೆ ಜಿಡಿ ಮಳೆಯಷ್ಟು ಅಪಾಯಕಾರಿ,ಆ ನೈಸರ್ಗಿಕ ಕ್ರಿಯೆ ಅಪಾಯಕಾರಿ,ಆ ನೈಸರ್ಗಿಕ ಕ್ರಿಯೆ ಅಪಾಯಕಾರಿಯಲ್ಲ,1,"{
    ""answer"": 0
} 

Explanation: The metaphor compares the natural action to being as dangerous as heavy rain. Option 0 reflects the closest meaning that the natural action is dangerous, while option 1 states that the natural action is not dangerous.",0,,0
ಆ ಸ್ಥಳವು ತೋಟದಂತೆ ದಟ್ಟವಾಗಿದೆ,ಆ ಸ್ಥಳವು ದಟ್ಟವಾಗಿದೆ,ಆ ಸ್ಥಳವು ದಟ್ಟವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor describes a place being dense like a garden, implying a lush and full area."",
  ""answer"": 0
}",0,,0
ಅದು ಪಾರ್ಟಿಯಂತೆ ಹೆಚ್ಚು ಜ್ಞಾನ ಒಳಗೊಂಡಿದೆ,ಅದು ಹೆಚ್ಚು ಜ್ಞಾನ ಒಳಗೊಂಡಿದೆ,ಅದು ಹೆಚ್ಚು ಜ್ಞಾನ ಒಳಗೊಂಡಿಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares ""it"" to a party, implying that it is full of knowledge. Therefore, the correct option is ""ಅದು ಹೆಚ್ಚು ಜ್ಞಾನ ಒಳಗೊಂಡಿದೆ"" which means ""it is filled with more knowledge"".",0,,0
ಆ ಪ್ರದೇಶವು ಬ್ಯಾಡ್ಮಿಂಟನ್ ಗ್ರೌಂಡ್ ನಂತೆ ವಿಶಾಲವಾಗಿದೆ,ಆ ಪ್ರದೇಶವು ವಿಶಾಲವಾಗಿದೆ,ಆ ಪ್ರದೇಶವು ವಿಶಾಲವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the area to a badminton ground, indicating that the area is vast."",
  ""answer"": 0
}",0,,0
ಅದು ಪರಿಸರಕ್ಕೆ ಬೈಸಿಕಲ್ ನಷ್ಟು ಮಾಲಿನ್ಯಕರ,ಅದು ಪರಿಸರಕ್ಕೆ ಮಾಲಿನ್ಯಕರ,ಅದು ಪರಿಸರಕ್ಕೆ ಮಾಲಿನ್ಯಕರವಲ್ಲ,0,"{
  ""answer"": 1
}",1,,0
ಅದು ಪರಿಸರಕ್ಕೆ ಕಾರ್ ನಷ್ಟು ಮಾಲಿನ್ಯಕರ,ಅದು ಪರಿಸರಕ್ಕೆ ಮಾಲಿನ್ಯಕರ,ಅದು ಪರಿಸರಕ್ಕೆ ಮಾಲಿನ್ಯಕರವಲ್ಲ,1,"{
  ""explanation"": ""Comparing something to a car being harmful to the environment implies pollution, which can be seen as dirty or harmful."",
  ""answer"": 0
}",0,,0
ಅವರ ಜೀವನ ವಯಸ್ಕರರಷ್ಟು ನಿಶ್ಚಿಂತೆಯಿಂದ ಕೂಡಿದೆ,ಅವರ ಜೀವನ ನಿಶ್ಚಿಂತೆಯಿಂದ ಕೂಡಿದೆ,ಅವರ ಜೀವನ ನಿಶ್ಚಿಂತೆಯಿಂದ ಕೂಡಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor suggests that their life is as carefree as adults, indicating a sense of ease and lack of worry."",
  ""answer"": 0
}",0,,0
ಅದು ಮೊಬೈಲ್ ಹೊಂದುವಷ್ಟು ಸುಲಭ,ಅದನ್ನು ಖರೀದಿಸುವುದು ಸುಲಭ,ಅದನ್ನು ಖರೀದಿಸುವುದು ಸುಲಭವಲ್ಲ,0,"{
  ""explanation"": ""The metaphor compares the ease of acquiring a mobile phone to something being easy."",
  ""answer"": 1
}",1,,0
ಅದು ಪ್ರೈವೇಟ್ ಚಾಪರ್ ಹೊಂದುವಷ್ಟು ಸುಲಭ,ಅದನ್ನು ಖರೀದಿಸುವುದು ಸುಲಭ,ಅದನ್ನು ಖರೀದಿಸುವುದು ಸುಲಭವಲ್ಲ,1,"{
  ""explanation"": ""The metaphor implies that acquiring the item is easy, which is similar to the option 'ಅದನ್ನು ಖರೀದಿಸುವುದು ಸುಲಭ'"",
  ""answer"": 0
}",0,,0
ಅಲ್ಲಿ ಸಿಟಿಯಂತೆ ಹೆಚ್ಚು ಪ್ರಾಣಿಗಳಿವೆ,ಅಲ್ಲಿ ಹೆಚ್ಚು ಪ್ರಾಣಿಗಳಿವೆ,ಅಲ್ಲಿ ಹೆಚ್ಚು ಪ್ರಾಣಿಗಳಿಲ್ಲ,1,"{
  ""explanation"": ""The comparison is between the location and a city, implying that there are a lot of animals there, similar to how there are a lot of people in a city."",
  ""answer"": 0
}",0,,0
ಆ ಕೆಲಸ ಸರಕಾರಿ ಜಾಬ್ ನಷ್ಟು ಸುರಕ್ಷಿತ,ಆ ಕೆಲಸ ಸುರಕ್ಷಿತ,ಆ ಕೆಲಸ ಸುರಕ್ಷಿತವಲ್ಲ,0,"{
  ""explanation"": ""The metaphor implies that the work is not secure, like a government job which is considered stable and secure."",
  ""answer"": 1
}",1,,0
ಆ ಕೆಲಸ ಪ್ರೈವೇಟ್ ಜಾಬ್ ನಷ್ಟು ಸುರಕ್ಷಿತ,ಆ ಕೆಲಸ ಸುರಕ್ಷಿತ,ಆ ಕೆಲಸ ಸುರಕ್ಷಿತವಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: This metaphor suggests that the job is very secure or safe, similar to how a private job is considered to be more secure than a public job. Option 0) reflects this meaning accurately by stating that the job is safe. Option 1) states that the job is not safe, which is the opposite of the intended meaning in the metaphor.",0,,0
ಅವರ ಬಂಧವು ಶತ್ರುಗಳಂತೆ ಗಟ್ಟಿಯಾಗಿದೆ,ಅವರ ಬಂಧವು ಗಟ್ಟಿಯಾಗಿದೆ,ಅವರ ಬಂಧವು ಗಟ್ಟಿಯಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the relationship to strong enemies, indicating that their bond is difficult or unbreakable."",
  ""answer"": 0
}",0,,0
ಆ ವಸ್ತು ಕತ್ತಿಯಂತೆ ಹರಿತವಾಗಿದೆ,ಆ ವಸ್ತು ಹರಿತವಾಗಿದೆ,ಆ ವಸ್ತು ಹರಿತವಾಗಿಲ್ಲ,0,"{
  ""question"": ""ಆ ವಸ್ತು ಕತ್ತಿಯಂತೆ ಹರಿತವಾಗಿದೆ"",
  ""options"": {
    ""0"": ""ಆ ವಸ್ತು ಹರಿತವಾಗಿದೆ"",
    ""1"": ""ಆ ವಸ್ತು ಹರಿತವಾಗಿಲ್ಲ""
  },
  ""explanation"": ""The metaphor",1,NG,0
ಆ ವಸ್ತು ಕೋಲಿನಂತೆ ಹರಿತವಾಗಿದೆ,ಆ ವಸ್ತು ಹರಿತವಾಗಿದೆ,ಆ ವಸ್ತು ಹರಿತವಾಗಿಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, the object being compared is green like a leaf. So, the closest meaning would be that the object is green, Option 0.",0,,0
ಅದು ರಿಂಗ್ ನಂತೆ ಓವಲ್ ಆಕಾರದಲ್ಲಿದೆ,ಅದು ಓವಲ್ ಆಕಾರದಲ್ಲಿದೆ,ಅದು ಓವಲ್ ಆಕಾರದಲ್ಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the object to a ring, suggesting that it is circular in shape."",
  ""answer"": 0
}",0,,0
ಆ ವಿಷಯವು ಪದ್ಯದಂತೆ ಜಟಿಲವಾಗಿದೆ,ಆ ವಿಷಯವು ಜಟಿಲವಾಗಿದೆ,ಆ ವಿಷಯವು ಜಟಿಲವಾಗಿದೆ,1,"{
  ""Explanation"": ""The metaphor compares the topic to a complex poem, implying that the topic is intricate and difficult to understand."",
  ""Answer"": 0
}",0,,0
ಆ ಪ್ರಾಣಿ ಕೋತಿಯಂತೆ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುವುದಿಲ್ಲ,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares the actions of the animal to that of a fox, implying cunning and sly behavior. Option 1) ""ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುವುದಿಲ್ಲ"" is the closest meaning as it conveys that the animal does not engage in mischief.",1,,0
ಆ ಪ್ರಾಣಿ ಸಿಂಹದಂತೆ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the behavior of the animal to that of a lion, implying that it is bold, strong, and active. Option 0 is the closest meaning as it states that the animal behaves like a lion."",
  ""answer"": 0
}",0,,0
ಅದು ಭೂಮಿಯಷ್ಟು ನೀಲಿ ಬಣ್ಣ ಹೊಂದಿದೆ,ಅದು ನೀಲಿ ಬಣ್ಣ ಹೊಂದಿದೆ,ಅದು ನೀಲಿ ಬಣ್ಣ ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares something to the color blue, indicating that it is similar to the earth in terms of color."",
  ""answer"": 0
}",0,,0
ಅವರ ಕೆಲಸ ಮಷೀನ್ ನಷ್ಟು ನಿಖರತೆ ಹೊಂದಿದೆ,ಅವರ ಕೆಲಸ ನಿಖರತೆ ಹೊಂದಿದೆ,ಅವರ ಕೆಲಸ ನಿಖರತೆ ಹೊಂದಿದೆ,0,"{
  ""explanation"": ""The metaphor is comparing their work to a machine, which implies that their work is precise and accurate."",
  ""answer"": 1
}",1,,0
ಅವರ ಕೆಲಸ ಕೈಗೆಲಸದಷ್ಟು ನಿಖರತೆ ಹೊಂದಿದೆ,ಅವರ ಕೆಲಸ ನಿಖರತೆ ಹೊಂದಿದೆ,ಅವರ ಕೆಲಸ ನಿಖರತೆ ಹೊಂದಿದೆ,1,"{
  ""question"": ""ಅವರ ಕೆಲಸ ಕೈಗೆಲಸದಷ್ಟು ನಿಖರತೆ ಹೊಂದಿದೆ"",
  ""options"": {
    ""0"": ""ಅವರ ಕೆಲಸ ನಿಖರತೆ ಹೊಂದಿದೆ"",
    ""1"": ""ಅವರ ಕೆಲಸ ನಿಖರತ",0,NG,0
ಅವರ ಜ್ಞಾನ ವಿದ್ಯಾರ್ಥಿಯಷ್ಟು ಆಳವಾಗಿತ್ತು,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿತ್ತು,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿರಲಿಲ್ಲ,1,"{
  ""answer"": 0
} 

Explanation: In this metaphor, the depth of someone's knowledge is being compared to the depth of a student's. The meaning is that the knowledge was deep like that of a student, so the correct option is 0) ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿತ್ತು.",0,,0
ಅವಳ ಕಣ್ಣು ಕಬ್ಬಿಣದಂತೆ ಹೊಳೆಯುತ್ತಿತ್ತು,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿತ್ತು,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the shine in her eyes to that of metal, emphasizing the brightness and gleam."",
  ""answer"": 0
}",0,,0
ಈ ಭೂಮಿ ಮರುಭೂಮಿಯಂತೆ ಫಲವತ್ತಾಗಿದೆ,ಈ ಭೂಮಿ ಫಲವತ್ತಾಗಿದೆ,ಈ ಭೂಮಿ ಫಲವತ್ತಾಗಿಲ್ಲ,1,"{
    ""explanation"": ""The metaphor compares the Earth to a fertile land which yields fruits, indicating that the Earth is abundant and productive."",
    ""answer"": 0
}",0,,0
ಅವನ ಮಾತು ಹಾರ್ನ್ ನಂತೆ ಇಂಪಾಗಿತ್ತು,ಅವನ ಮಾತು ಇಂಪಾಗಿತ್ತು,ಅವನ ಮಾತು ಇಂಪಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the person's words to a horn, emphasizing its loud and powerful nature. Therefore, the closest meaning is that his words were impactful."",
  ""answer"": 0
}",0,,0
ಈ ಪ್ರಾಣಿ ಹುಲಿಯಂತೆ ಸಾಕುಪ್ರಾಣಿ,ಈ ಪ್ರಾಣಿ ಸಾಕುಪ್ರಾಣಿ,ಈ ಪ್ರಾಣಿ ಸಾಕುಪ್ರಾಣಿಯಲ್ಲ,1,"{
""Explanation"": ""The metaphor compares the animal to a predator like a tiger."",
""Answer"": 0
}",0,,0
ಅವನ ದೇಹ ವೃದ್ದರಂತೆ ಬಲಿಷ್ಠವಾಗಿತ್ತು,ಅವನ ದೇಹ ಬಲಿಷ್ಠವಾಗಿತ್ತು,ಅವನ ದೇಹ ಬಲಿಷ್ಠವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the strength of a person's body to that of an elderly person, implying that the person's body was strong."",
  ""answer"": 0
}",0,,0
ಆ ತಿಂಡಿಯು ಬಾವಿಯ ನೀರಿನಷ್ಟು ಉಪ್ಪಾಗಿದೆ,ಆ ತಿಂಡಿಯು ಉಪ್ಪಾಗಿದೆ,ಆ ತಿಂಡಿಯು ಉಪ್ಪಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the saltiness of the food to the saltiness of the water in the well. The closest meaning is that the food is salty."",
  ""answer"": 0
}",0,,0
ವ್ಯಾಯಾಮ ಮಾಡುವುದು ಕಾರ್ ಚಲಾಯಿಸಿದಷ್ಟು ಆರೋಗ್ಯಕರ,ವ್ಯಾಯಾಮ ಮಾಡುವುದು ಆರೋಗ್ಯಕರ,ವ್ಯಾಯಾಮ ಮಾಡುವುದು ಆರೋಗ್ಯಕರವಲ್ಲ,1,"{
    ""answer"": 0
} 

Explanation: The metaphor compares exercising to driving a car, implying that just like driving keeps the car healthy, exercising keeps the body healthy. So, the closest meaning to the metaphor is option 0, which states that exercising is healthy.",0,,0
ಆ ಆಟ ಭಾರತದಲ್ಲಿ ಕ್ರಿಕೆಟ್ ನಷ್ಟು ಪ್ರಸಿದ್ಧ,ಆ ಆಟ ಭಾರತದಲ್ಲಿ ಪ್ರಸಿದ್ಧ,ಆ ಆಟ ಭಾರತದಲ್ಲಿ ಪ್ರಸಿದ್ಧವಲ್ಲ,0,"{
  ""answer"": 1
}",1,,0
ಅದು ಮಗುವಿಗೆ ತಾಯಿ ಹಾಲಿನಷ್ಟು ಉಪಯುಕ್ತ,ಅದು ಮಗುವಿಗೆ ಉಪಯುಕ್ತ,ಅದು ಮಗುವಿಗೆ ಉಪಯುಕ್ತವಲ್ಲ,0,"{
  ""answer"": 1
}

Explanation: In this metaphor, comparing something to a mother's milk signifies that it is highly suitable or beneficial for the child. Therefore, the option ""ಅದು ಮಗುವಿಗೆ ಉಪಯುಕ್ತವಲ್ಲ"" which means ""It is not useful for the child"" is the closest meaning.",1,,0
ಅದು ಮಗುವಿಗೆ ಪೌಡರ್ ಹಾಲಿನಷ್ಟು ಉಪಯುಕ್ತ,ಅದು ಮಗುವಿಗೆ ಉಪಯುಕ್ತ,ಅದು ಮಗುವಿಗೆ ಉಪಯುಕ್ತವಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the usefulness of something to a baby having powdered milk, indicating that it is very useful."",
  ""answer"": 0
}",0,,0
ಅವನು ಸಿಂಹದಂತೆ ಸಸ್ಯಹಾರಿ,ಅವನು ಜಿಂಕೆಯಂತೆ ಸಸ್ಯಹಾರಿ,ಅವನು ಜಿಂಕೆಯಂತೆ ಸಸ್ಯಹಾರಿಯಲ್ಲ,1,"{
  ""answer"": 0
} 

Explanation: In this metaphor, ""ಸಿಂಹದಂತೆ"" (like a lion) implies strength, power, and dominance. Since lions are carnivores, the comparison to a herbivore like a deer (ಜಿಂಕೆ) would not make sense. Therefore, the closest meaning is option 0, where it states ""He is like a lion, a herbivore.""",0,,0
ಅವನು ಸಿಂಗರ್ ನಂತೆ ಫೈಟ್ ಮಾಡುತ್ತಾನೆ,ಅವನು ಫೈಟ್ ಮಾಡುತ್ತಾನೆ,ಅವನು ಫೈಟ್ ಮಾಡುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the person to a singer, which implies that he fights gracefully or skillfully."",
  ""answer"": 0
}",0,,0
ಆ ಪಕ್ಷಿ ಕಾರ್ ನಂತೆ ಎತ್ತರ ಹಾರುತ್ತದೆ,ಆ ಪಕ್ಷಿ ಎತ್ತರ ಹಾರುತ್ತದೆ,ಆ ಪಕ್ಷಿ ಎತ್ತರ ಹಾರುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the bird to a car that accelerates in height, implying that the bird is able to soar high up in the sky."",
  ""answer"": 0
}",0,,0
ಆ ಸಮಾರಂಭದಲ್ಲಿ ಮನೆಯಷ್ಟು ತಿಂಡಿ ತಿನಿಸುಗಳಿದ್ದವು,ಆ ಸಮಾರಂಭದಲ್ಲಿ ಹೆಚ್ಚು ತಿಂಡಿ ತಿನಿಸುಗಳಿದ್ದವು,ಆ ಸಮಾರಂಭದಲ್ಲಿ ಹೆಚ್ಚು ತಿಂಡಿ ತಿನಿಸುಗಳಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the abundance of different food items in a gathering to the presence of as many snacks as there are in a house. Therefore, the meaning closer to the metaphor is that there were more snack options in the gathering."",
  ""answer"": 0
}",0,,0
ಆ ಅನುಭವ ಪರೀಕ್ಷೆಯಂತೆ ಮಜವಾಗಿತ್ತು,ಆ ಅನುಭವ ಮಜವಾಗಿತ್ತು,ಆ ಅನುಭವ ಮಜವಾಗಿರಲಿಲ್ಲ,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the experience to a fun test, implying that the experience was enjoyable and engaging like a test that is enjoyable. Option 0) reflects this meaning by stating that the experience was fun, while Option 1) suggests that the experience was not fun. Therefore, Option 0) is the closest meaning to the metaphor.",0,,0
ಆ ಜನರು ಗೋಡ್ಸೆಯಂತೆ ಶಾಂತಿಪ್ರಿಯರು,ಆ ಜನರು ಶಾಂತಿಪ್ರಿಯರು,ಆ ಜನರು ಶಾಂತಿಪ್ರಿಯರಲ್ಲ,1,"{
  ""question"": ""ಆ ಜನರು ಗೋಡ್ಸೆಯಂತೆ ಶಾಂತಿಪ್ರಿಯರು"",
  ""options"": {
    ""0"": ""ಆ ಜನರು ಶಾಂತಿಪ್ರಿಯರು"",
    ""1"": ""ಆ ಜನರು ಶಾಂತಿಪ್ರಿಯರಲ್ಲ""",0,NG,0
ಅವರು ಭಾರತದಲ್ಲಿ ಹಾಕಿ ಆಟಗಾರರಷ್ಟು ಜನಪ್ರಿಯರು,ಅವರು ಭಾರತದಲ್ಲಿ ಜನಪ್ರಿಯರು,ಅವರು ಭಾರತದಲ್ಲಿ ಜನಪ್ರಿಯರಲ್ಲ,1,"{
  ""explanation"": ""ಹಾಕಿ ಆಟಗಾರರಷ್ಟು ಜನಪ್ರಿಯರು - ತಪ್ಪಿಹೋಗದ ಹೆಮ್ಮೆ, ಪ್ರಶಂಸೆ ಇರುವವರು"",
  ""answer"": 0
}",0,,0
ಅವರು ಬೇಟೆಗಾರರಷ್ಟು ತಪಸ್ಸು ಮಾಡುತ್ತಾರೆ,ಅವರು ತಪಸ್ಸು ಮಾಡುತ್ತಾರೆ,ಅವರು ತಪಸ್ಸು ಮಾಡುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the amount of effort put in by hunters to that of ascetics, implying that they work extremely hard."",
  ""answer"": 0
}",0,,0
ಆ ವಸ್ತು ನೀರಿನಂತೆ ಕೆಂಪಾಗಿದೆ,ಆ ವಸ್ತು ಕೆಂಪಾಗಿದೆ,ಆ ವಸ್ತು ಕೆಂಪಾಗಿಲ್ಲ,1,"{
  ""question"": ""ಆ ವಸ್ತು ನೀರಿನಂತೆ ಕೆಂಪಾಗಿದೆ"",
  ""options"": {
    ""0"": ""ಆ ವಸ್ತು ಕೆಂಪಾಗಿದೆ"",
    ""1"": ""ಆ ವಸ್ತು ಕೆಂಪಾಗಿಲ್ಲ""
  },
  ""answer"": 0
} 

Explanation: Here, the metaphor is",0,NG,0
ಆ ರೋಗವು ಜಾಂಡೀಸ್ನಂತೆ ಹರಡುತ್ತದೆ,ಆ ರೋಗವು ಹರಡುತ್ತದೆ,ಆ ರೋಗವು ಹರಡುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the spread of the disease to jaundice, suggesting that the disease spreads rapidly and extensively like jaundice does in the body."",
  ""answer"": 0
}",0,,0
ಅದು ಪತ್ರ ಬರೆಯುವಷ್ಟುಹಳೆಯ ಪದ್ಧತಿ,ಅದು ಹಳೆಯ ಪದ್ಧತಿ,ಅದು ಹಳೆಯ ಪದ್ಧತಿಯಲ್ಲ,0,"{
  ""error"": ""No explanation provided""
}",1,NG,0
ಅದು ಇಮೇಲ್ ಕಳುಹಿಸುವಷ್ಟು ಹಳೆಯ ಪದ್ಧತಿ,ಅದು ಹಳೆಯ ಪದ್ಧತಿ,ಅದು ಹಳೆಯ ಪದ್ಧತಿಯಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares sending an email to an old practice, implying it is outdated or traditional."",
  ""answer"": 0
}",0,,0
ಅದು ಹಿಮದಂತೆ ಕರಗುತ್ತದೆ,ಅದು ಕರಗುತ್ತದೆ,ಅದು ಕರಗುವುದಿಲ್ಲ,0,"{
  ""explanation"": ""When something melts like snow, it means it is disappearing or losing its form, not that it is freezing or becoming solid."",
  ""answer"": 1
}",1,,0
ಅದು ಮಾರ್ನಿಂಗ್ ವಾಕ್ ನಂತೆ ಸಾಹಸಮಯವಾಗಿತ್ತು,ಅದು ಸಾಹಸಮಯವಾಗಿತ್ತು,ಅದು ಸಾಹಸಮಯವಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares 'it' to the morning talk which is adventurous, implying that 'it' was adventurous."",
  ""answer"": 0
}",0,,0
ಆ ಸಿನಿಮಾ ಕಾಮಿಡಿ ಕಥೆಯಂತೆ ಕುತೂಹಲ ಭರಿತವಾಗಿತ್ತು.,ಆ ಸಿನಿಮಾ ಕುತೂಹಲ ಭರಿತವಾಗಿತ್ತು.,ಆ ಸಿನಿಮಾ ಕುತೂಹಲ ಭರಿತವಾರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the movie to a comedy story filled with curiosity. The closest meaning is that the movie was filled with curiosity."",
  ""answer"": 0
}",0,,0
ಈ ತಿನಿಸು ಕೇಕ್ನಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಈ ತಿನಿಸು ಗಟ್ಟಿಯಾಗಿದೆ,ಈ ತಿನ್ನಿಸು ಗಟ್ಟಿ ಇಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing eating cake to chewing, which requires hardness. Hence, the correct option is that the cake is hard."",
  ""answer"": 0
}",0,,0
ಅದು ಸೋಪ್ ನಂತೆ ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿಲ್ಲ,0,"{
  ""explanation"": ""Comparing something to soap implies that it was smooth and easy, not that it was rough or difficult."",
  ""answer"": 1
}",1,,0
ಆತನನ್ನು ಕಂಡಾಗ ಉಗ್ರಗಾಮಿಯನ್ನುನೋಡಿದಷ್ಟು ಹೆಮ್ಮೆಯಾಗುತಿತ್ತು,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆಯಾಗುತ್ತದೆ,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆ ಆಗುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the feeling of pride upon seeing someone to the intensity of pride upon seeing a ferocious tiger, indicating that the pride is immense and overwhelming."",
  ""answer"": 0
}",0,,0
ಆ ವಸ್ತುವು ಗಾಜಿನಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿತ್ತು,ಆ ವಸ್ತು ತುಂಬಾ ಸೂಕ್ಷ್ಮ,ಆ ವಸ್ತು ತುಂಬಾ ಗಟ್ಟಿ,0,"{
  ""question"": ""ಆ ವಸ್ತುವು ಗಾಜಿನಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿತ್ತು"",
  ""options"": {
    ""0"": ""ಆ ವಸ್ತು ತುಂಬಾ ಸೂಕ್ಷ್ಮ"",
    ""1"": ""ಆ ವಸ್ತು ತುಂಬಾ ಗಟ್",1,NG,0
ಆ ವಸ್ತುವು ತಾಮ್ರದಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿತ್ತು,ಆ ವಸ್ತು ತುಂಬಾ ಸೂಕ್ಷ್ಮ,ಆ ವಸ್ತು ತುಂಬಾ ಗಟ್ಟಿ,1,"{
  ""answer"": 0
} 

Explanation: In this metaphor, the object being compared to copper is described as subtle. Copper is known for its malleability and ability to be shaped in intricate ways due to its softness, which aligns with the idea of being subtle. Option 0, ""ಆ ವಸ್ತು ತುಂಬಾ ಸೂಕ್ಷ್ಮ,"" best captures this idea as it means ""the object was very subtle."" Option 1, ""ಆ ವಸ್ತು ತುಂಬಾ ಗಟ್ಟ",0,,0
ಆ ಖಾದ್ಯವು ರಸ್ತೆ ಬದಿಯ ತಿಂಡಿಯಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor is comparing the cleanliness of the food to street food, implying that the food was clean."",
  ""Answer"": 0
}",0,,0
ಆ ಅಡುಗೆಯು ಪಾಸ್ತದಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆಯ ಅನಾರೋಗ್ಯಕರವಾಗಿತ್ತು,1,"{
  ""Explanation"": ""The metaphor compares the blanket to a desert, indicating that it was comforting and healthy."",
  ""Answer"": 0
}",0,,0
