ending1,ending2,startphrase,labels,instruction_column
Biaya listrik makin kiwari makin naek,Biaya listrik makin kiwari makin turun.,Biaya listrik makin kiwari makin kos taraje,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Biaya listrik makin kiwari makin kos taraje, Options: 0) Biaya listrik makin kiwari makin naek 1) Biaya listrik makin kiwari makin turun."
Biaya listrik makin kiwari makin naek,Biaya listrik makin kiwari makin turun.,Biaya listrik makin kiwari makin kos porosotan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Biaya listrik makin kiwari makin kos porosotan., Options: 0) Biaya listrik makin kiwari makin naek 1) Biaya listrik makin kiwari makin turun."
Karpet anyar teh warnana cerah,Karpet anyar teh warnana poek.,Karpet anyar teh warnana jiga gulali,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Karpet anyar teh warnana jiga gulali, Options: 0) Karpet anyar teh warnana cerah 1) Karpet anyar teh warnana poek."
Karpet anyar teh warnana cerah,Karpet anyar teh warnana poek.,Karpet anyar teh warnana jiga areng.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Karpet anyar teh warnana jiga areng., Options: 0) Karpet anyar teh warnana cerah 1) Karpet anyar teh warnana poek."
Gawe tanpa elmu sesah,Gawe tanpa elmu gampil.,Gawe tanpa elmu umpama mancing eweuh umpan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Gawe tanpa elmu umpama mancing eweuh umpan, Options: 0) Gawe tanpa elmu sesah 1) Gawe tanpa elmu gampil."
Gawe tanpa elmu sesah,Gawe tanpa elmu gampil.,Gawe tanpa elmu umpama ngala lauk di akuarium make jaring.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Gawe tanpa elmu umpama ngala lauk di akuarium make jaring., Options: 0) Gawe tanpa elmu sesah 1) Gawe tanpa elmu gampil."
Poto kawinan anjeun estetik,Poto kawinan anjeun teu estetik.,Poto kawinan anjeun sapertos poster pelem nu meunang penghargaan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Poto kawinan anjeun sapertos poster pelem nu meunang penghargaan, Options: 0) Poto kawinan anjeun estetik 1) Poto kawinan anjeun teu estetik."
Poto kawinan anjeun estetik,Poto kawinan anjeun teu estetik.,Poto kawinan anjeun sapertos poto di kalender toko emas.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Poto kawinan anjeun sapertos poto di kalender toko emas., Options: 0) Poto kawinan anjeun estetik 1) Poto kawinan anjeun teu estetik."
Harga anduk di toko ieu mirah,Harga anduk di toko ieu awis.,Harga anduk di toko ieu samirah kembang gula di warung,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Harga anduk di toko ieu samirah kembang gula di warung, Options: 0) Harga anduk di toko ieu mirah 1) Harga anduk di toko ieu awis."
Harga anduk di toko ieu mirah,Harga anduk di toko ieu awis.,Harga anduk di toko ieu samirah dp bumi di komplek elit.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Harga anduk di toko ieu samirah dp bumi di komplek elit., Options: 0) Harga anduk di toko ieu mirah 1) Harga anduk di toko ieu awis."
Desain Toyota nu anyar keren tur canggih,Desain Toyota nu anyar butut.,Desain Totoya nu anyar kawas mobil ti masa hareup,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Desain Totoya nu anyar kawas mobil ti masa hareup, Options: 0) Desain Toyota nu anyar keren tur canggih 1) Desain Toyota nu anyar butut."
Desain Toyota nu anyar keren tur canggih,Desain Toyota nu anyar butut.,Desain Totoya nu anyar kawas mobil cocooan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Desain Totoya nu anyar kawas mobil cocooan., Options: 0) Desain Toyota nu anyar keren tur canggih 1) Desain Toyota nu anyar butut."
Naek gunung Sumbing sesah,Naek gunung Sumbing gampil.,Naek gunung Sumbing umpama naek gunung nganggo sapatu roda,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Naek gunung Sumbing umpama naek gunung nganggo sapatu roda, Options: 0) Naek gunung Sumbing sesah 1) Naek gunung Sumbing gampil."
Naek gunung Sumbing sesah,Naek gunung Sumbing gampil.,Naek gunung Sumbing umpama naek gunung digandong porter.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Naek gunung Sumbing umpama naek gunung digandong porter., Options: 0) Naek gunung Sumbing sesah 1) Naek gunung Sumbing gampil."
Kulah lauk di bumi aki leutik,Kulah lauk di bumi aki lega.,Kulah lauk di bumi aki salega bagasi motor,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kulah lauk di bumi aki salega bagasi motor, Options: 0) Kulah lauk di bumi aki leutik 1) Kulah lauk di bumi aki lega."
Kulah lauk di bumi aki leutik,Kulah lauk di bumi aki lega.,Kulah lauk di bumi aki salega garasi kapal udara.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kulah lauk di bumi aki salega garasi kapal udara., Options: 0) Kulah lauk di bumi aki leutik 1) Kulah lauk di bumi aki lega."
Rorompok amih lamun nuju seueur dulur rame tur gandeng,Rorompok amih lamun nuju seueur dulur tiiseun tur jempling.,Rorompok amih lamun nuju seueur dulur kawas bumi gigir rel kareta,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rorompok amih lamun nuju seueur dulur kawas bumi gigir rel kareta, Options: 0) Rorompok amih lamun nuju seueur dulur rame tur gandeng 1) Rorompok amih lamun nuju seueur dulur tiiseun tur jempling."
Rorompok amih lamun nuju seueur dulur rame tur gandeng,Rorompok amih lamun nuju seueur dulur tiiseun tur jempling.,Rorompok amih lamun nuju seueur dulur kawas bumi di tengah leuweung.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rorompok amih lamun nuju seueur dulur kawas bumi di tengah leuweung., Options: 0) Rorompok amih lamun nuju seueur dulur rame tur gandeng 1) Rorompok amih lamun nuju seueur dulur tiiseun tur jempling."
Kelas X IPS mah aya teu aya guru gandeng,Kelas X IPS mah aya teu aya guru jempling.,Kelas X IPS mah aya teu aya guru umpama budak can dibere nyusu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kelas X IPS mah aya teu aya guru umpama budak can dibere nyusu, Options: 0) Kelas X IPS mah aya teu aya guru gandeng 1) Kelas X IPS mah aya teu aya guru jempling."
Kelas X IPS mah aya teu aya guru gandeng,Kelas X IPS mah aya teu aya guru jempling.,Kelas X IPS mah aya teu aya guru umpama barudak di perpustakaan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kelas X IPS mah aya teu aya guru umpama barudak di perpustakaan., Options: 0) Kelas X IPS mah aya teu aya guru gandeng 1) Kelas X IPS mah aya teu aya guru jempling."
Sapatu pamere mamang teh teu mahi,Sapatu pamere mamang teh mahi.,Sapatu pamere mamang teh kawas sapatu meunang nginjeum,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sapatu pamere mamang teh kawas sapatu meunang nginjeum, Options: 0) Sapatu pamere mamang teh teu mahi 1) Sapatu pamere mamang teh mahi."
Sapatu pamere mamang teh teu mahi,Sapatu pamere mamang teh mahi.,Sapatu pamere mamang teh kawas sapatu kaca dipake cinderella.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sapatu pamere mamang teh kawas sapatu kaca dipake cinderella., Options: 0) Sapatu pamere mamang teh teu mahi 1) Sapatu pamere mamang teh mahi."
Lomari di kamar pun kolot ageung,Lomari di kamar pun kolot alit.,Lomari di kamar pun kolot saageung ka'bah,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lomari di kamar pun kolot saageung ka'bah, Options: 0) Lomari di kamar pun kolot ageung 1) Lomari di kamar pun kolot alit."
Lomari di kamar pun kolot ageung,Lomari di kamar pun kolot alit.,Lomari di kamar pun kolot saageung bagasi mobil sedan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lomari di kamar pun kolot saageung bagasi mobil sedan., Options: 0) Lomari di kamar pun kolot ageung 1) Lomari di kamar pun kolot alit."
Lukisan ieu alus,Lukisan ieu butut.,Lukisan ieu sapertos karya da Vinci,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lukisan ieu sapertos karya da Vinci, Options: 0) Lukisan ieu alus 1) Lukisan ieu butut."
Lukisan ieu alus,Lukisan ieu butut.,Lukisan ieu sapertos karya budak nu keur diajar ngagambar.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lukisan ieu sapertos karya budak nu keur diajar ngagambar., Options: 0) Lukisan ieu alus 1) Lukisan ieu butut."
Botol cai teh gede pisan,Botol cai teh leutik pisan.,Botol cai teh kos toren cai,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Botol cai teh kos toren cai, Options: 0) Botol cai teh gede pisan 1) Botol cai teh leutik pisan."
Botol cai teh gede pisan,Botol cai teh leutik pisan.,Botol cai teh kos gelas budak.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Botol cai teh kos gelas budak., Options: 0) Botol cai teh gede pisan 1) Botol cai teh leutik pisan."
Jolang di bumi rerencangan abdi ageung,Jolang di bumi rerencangan abdi alit.,Jolang di bumi rerencangan abdi kawas kulah lauk,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jolang di bumi rerencangan abdi kawas kulah lauk, Options: 0) Jolang di bumi rerencangan abdi ageung 1) Jolang di bumi rerencangan abdi alit."
Jolang di bumi rerencangan abdi ageung,Jolang di bumi rerencangan abdi alit.,Jolang di bumi rerencangan abdi kawas gayung.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jolang di bumi rerencangan abdi kawas gayung., Options: 0) Jolang di bumi rerencangan abdi ageung 1) Jolang di bumi rerencangan abdi alit."
Sangu di warung ieu pulen,Sangu di warung ieu heuras.,Sangu di warung ieu mah sapertos sangu beres akeul,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sangu di warung ieu mah sapertos sangu beres akeul, Options: 0) Sangu di warung ieu pulen 1) Sangu di warung ieu heuras."
Sangu di warung ieu pulen,Sangu di warung ieu heuras.,Sangu di warung ieu mah sapertos gigih.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sangu di warung ieu mah sapertos gigih., Options: 0) Sangu di warung ieu pulen 1) Sangu di warung ieu heuras."
Cat imah maneh mah jieun imah poek,Cat imah maneh mah jieun imah caang.,Cat di imah maneh mah jiun imah kawas imah eweuh lampuan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cat di imah maneh mah jiun imah kawas imah eweuh lampuan, Options: 0) Cat imah maneh mah jieun imah poek 1) Cat imah maneh mah jieun imah caang."
Cat imah maneh mah jieun imah poek,Cat imah maneh mah jieun imah caang.,Cat di imah maneh mah jiun imah kawas panggung dangdut akademi.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cat di imah maneh mah jiun imah kawas panggung dangdut akademi., Options: 0) Cat imah maneh mah jieun imah poek 1) Cat imah maneh mah jieun imah caang."
Martabak Mang Idoy payu,Martabak Mang Idoy teu payu.,Martabak Mang Idoy umpama lauk digembrong laleur,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Martabak Mang Idoy umpama lauk digembrong laleur, Options: 0) Martabak Mang Idoy payu 1) Martabak Mang Idoy teu payu."
Martabak Mang Idoy payu,Martabak Mang Idoy teu payu.,Martabak Mang Idoy umpama emas nu hargana naek.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Martabak Mang Idoy umpama emas nu hargana naek., Options: 0) Martabak Mang Idoy payu 1) Martabak Mang Idoy teu payu."
Jarawat Teh Susi naha makin loba tur parah,Jarawat Teh Susi naha makin bersih.,Jarawat Teh Susi naha makin jiga jelema keuna cacar,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jarawat Teh Susi naha makin jiga jelema keuna cacar, Options: 0) Jarawat Teh Susi naha makin loba tur parah 1) Jarawat Teh Susi naha makin bersih."
Jarawat Teh Susi naha makin loba tur parah,Jarawat Teh Susi naha makin bersih.,Jarawat Teh Susi naha makin jiga hasil perawatan dokter.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jarawat Teh Susi naha makin jiga hasil perawatan dokter., Options: 0) Jarawat Teh Susi naha makin loba tur parah 1) Jarawat Teh Susi naha makin bersih."
Laut di Sukabumi beresih,Laut di Sukabumi bala.,Laut di Sukabumi kawas kelas meunang piket,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Laut di Sukabumi kawas kelas meunang piket, Options: 0) Laut di Sukabumi beresih 1) Laut di Sukabumi bala."
Laut di Sukabumi beresih,Laut di Sukabumi bala.,Laut di Sukabumi kawas lapang urut konser.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Laut di Sukabumi kawas lapang urut konser., Options: 0) Laut di Sukabumi beresih 1) Laut di Sukabumi bala."
Twitter jaman kiwari makin rame,Twitter jaman kiwari makin tiiseun.,Twitter jaman kiwari makin sapertos warung klontong,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Twitter jaman kiwari makin sapertos warung klontong, Options: 0) Twitter jaman kiwari makin rame 1) Twitter jaman kiwari makin tiiseun."
Twitter jaman kiwari makin rame,Twitter jaman kiwari makin tiiseun.,Twitter jaman kiwari makin sapertos warung bakso jam 12 beurang basa keur bulan puasa.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Twitter jaman kiwari makin sapertos warung bakso jam 12 beurang basa keur bulan puasa., Options: 0) Twitter jaman kiwari makin rame 1) Twitter jaman kiwari makin tiiseun."
Pangseungit ruangan ieu bau,Pangseungit ruangan ieu seungit.,Pangseungit ruangan ieu jieun sapertos hayang utah,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pangseungit ruangan ieu jieun sapertos hayang utah, Options: 0) Pangseungit ruangan ieu bau 1) Pangseungit ruangan ieu seungit."
Pangseungit ruangan ieu bau,Pangseungit ruangan ieu seungit.,Pangseungit ruangan ieu jieun sapertos di taman kembang.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pangseungit ruangan ieu jieun sapertos di taman kembang., Options: 0) Pangseungit ruangan ieu bau 1) Pangseungit ruangan ieu seungit."
Hargi sewa mobil di dieu awis,Hargi sewa mobil di dieu mirah.,Hargi sewa mobil di dieu saharga biaya umroh,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hargi sewa mobil di dieu saharga biaya umroh, Options: 0) Hargi sewa mobil di dieu awis 1) Hargi sewa mobil di dieu mirah."
Hargi sewa mobil di dieu awis,Hargi sewa mobil di dieu mirah.,Hargi sewa mobil di dieu saharga biaya naek beca.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hargi sewa mobil di dieu saharga biaya naek beca., Options: 0) Hargi sewa mobil di dieu awis 1) Hargi sewa mobil di dieu mirah."
Huntu Si Joko koneng,Huntu Si Joko bodas.,Huntu Si Joko jiga seragam golkar,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Huntu Si Joko jiga seragam golkar, Options: 0) Huntu Si Joko koneng 1) Huntu Si Joko bodas."
Huntu Si Joko koneng,Huntu Si Joko bodas.,Huntu Si Joko jiga mukena lebaran.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Huntu Si Joko jiga mukena lebaran., Options: 0) Huntu Si Joko koneng 1) Huntu Si Joko bodas."
Manehna ngahasilkeun artos meuni gampil,Manehna ngahasilkeun artos hese pisan.,Manehna ngahasilkeun artos jiga ngarenghap napas,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna ngahasilkeun artos jiga ngarenghap napas, Options: 0) Manehna ngahasilkeun artos meuni gampil 1) Manehna ngahasilkeun artos hese pisan."
Manehna ngahasilkeun artos meuni gampil,Manehna ngahasilkeun artos hese pisan.,Manehna ngahasilkeun artos jiga milarian cai di gurun.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna ngahasilkeun artos jiga milarian cai di gurun., Options: 0) Manehna ngahasilkeun artos meuni gampil 1) Manehna ngahasilkeun artos hese pisan."
Eta murid hiji bodo,Eta murid hiji pinter.,Eta murid hiji otak udang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eta murid hiji otak udang, Options: 0) Eta murid hiji bodo 1) Eta murid hiji pinter."
Eta murid hiji bodo,Eta murid hiji pinter.,Eta murid hiji kawas kancil.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eta murid hiji kawas kancil., Options: 0) Eta murid hiji bodo 1) Eta murid hiji pinter."
Biwirna ngucapkeun kecap nu mikeun nyeri hate,Biwirna ngucapkeun kecap mikeun bungah.,Biwirna ngucapkeun kecap kawas cabe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Biwirna ngucapkeun kecap kawas cabe, Options: 0) Biwirna ngucapkeun kecap nu mikeun nyeri hate 1) Biwirna ngucapkeun kecap mikeun bungah."
Biwirna ngucapkeun kecap nu mikeun nyeri hate,Biwirna ngucapkeun kecap mikeun bungah.,Biwirna ngucapkeun kecap amis siga gula.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Biwirna ngucapkeun kecap amis siga gula., Options: 0) Biwirna ngucapkeun kecap nu mikeun nyeri hate 1) Biwirna ngucapkeun kecap mikeun bungah."
Manehna angkat liburan nganggo motor,Manehna angkat liburan nganggo pesawat.,Manehna angkat liburan nganggo kuda beusi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna angkat liburan nganggo kuda beusi, Options: 0) Manehna angkat liburan nganggo motor 1) Manehna angkat liburan nganggo pesawat."
Manehna angkat liburan nganggo motor,Manehna angkat liburan nganggo pesawat.,Manehna angkat liburan nganggo manuk beusi.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna angkat liburan nganggo manuk beusi., Options: 0) Manehna angkat liburan nganggo motor 1) Manehna angkat liburan nganggo pesawat."
Sorana kadéngé merdu,Sorana kadéngé ngaganggu.,Sorana kadéngé kawas kicau manu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sorana kadéngé kawas kicau manu, Options: 0) Sorana kadéngé merdu 1) Sorana kadéngé ngaganggu."
Sorana kadéngé merdu,Sorana kadéngé ngaganggu.,Sorana kadéngé kawas gogog anjing.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sorana kadéngé kawas gogog anjing., Options: 0) Sorana kadéngé merdu 1) Sorana kadéngé ngaganggu."
Di tempat damel manenha janten unggulan,Di tempat damel manenha janten jalma nu dipikasalah.,Di tempat damel manenha janten budak emas,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Di tempat damel manenha janten budak emas, Options: 0) Di tempat damel manenha janten unggulan 1) Di tempat damel manenha janten jalma nu dipikasalah."
Di tempat damel manenha janten unggulan,Di tempat damel manenha janten jalma nu dipikasalah.,Di tempat damel manenha janten embe hideung.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Di tempat damel manenha janten embe hideung., Options: 0) Di tempat damel manenha janten unggulan 1) Di tempat damel manenha janten jalma nu dipikasalah."
"Ceuk babaturanana, manehna mangrupikeun jalma keras kepala","Ceuk babaturanana, manehna mangrupikeun jalma anu ngartikeun.","Ceuk babaturanana, manehna mangrupikeun jalma sirah batu",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ceuk babaturanana, manehna mangrupikeun jalma sirah batu, Options: 0) Ceuk babaturanana, manehna mangrupikeun jalma keras kepala 1) Ceuk babaturanana, manehna mangrupikeun jalma anu ngartikeun."
"Ceuk babaturanana, manehna mangrupikeun jalma keras kepala","Ceuk babaturanana, manehna mangrupikeun jalma anu ngartikeun.","Ceuk babaturanana, manehna mangrupikeun jalma tiis sirah.",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ceuk babaturanana, manehna mangrupikeun jalma tiis sirah., Options: 0) Ceuk babaturanana, manehna mangrupikeun jalma keras kepala 1) Ceuk babaturanana, manehna mangrupikeun jalma anu ngartikeun."
Manehna jalmi nu bisa naon wae,Manehna jalmi nu teu bisa nanaon.,Manehna jalmi nu tiis leungeun,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna jalmi nu tiis leungeun, Options: 0) Manehna jalmi nu bisa naon wae 1) Manehna jalmi nu teu bisa nanaon."
Manehna jalmi nu bisa naon wae,Manehna jalmi nu teu bisa nanaon.,Manehna jalmi nu panas leungeun.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna jalmi nu panas leungeun., Options: 0) Manehna jalmi nu bisa naon wae 1) Manehna jalmi nu teu bisa nanaon."
