startphrase,ending1,ending2,labels,instruction_column
ಆ ತಿಂಡಿಯು ಪಫ್ ನಂತೆ ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ತಿಂಡಿಯು ಪಫ್ ನಂತೆ ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು, Options: 0) ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು 1) ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿರಲಿಲ್ಲ"
ಅವರು ನೀಡಿದ್ದ ನೀರು ಸಮುದ್ರದ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅವರು ನೀಡಿದ್ದ ನೀರು ಸಮುದ್ರದ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು, Options: 0) ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು 1) ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ"
ಅವರು ನೀಡಿದ್ದ ನೀರು ಬಾವಿಯ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅವರು ನೀಡಿದ್ದ ನೀರು ಬಾವಿಯ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು, Options: 0) ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು 1) ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ"
ಅವಳು ಹುಣ್ಣಿಮೆಯ ಚಂದ್ರನಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದಳು,ಅವಳು ಹೊಳೆಯುತ್ತಿದ್ದಳು,ಅವಳು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅವಳು ಹುಣ್ಣಿಮೆಯ ಚಂದ್ರನಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದಳು, Options: 0) ಅವಳು ಹೊಳೆಯುತ್ತಿದ್ದಳು 1) ಅವಳು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ"
ಅವಳು ಅಮಾವಾಸ್ಯೆಯ ಕತ್ತಲೆಯಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದಳು,ಅವಳು ಹೊಳೆಯುತ್ತಿದ್ದಳು,ಅವಳು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅವಳು ಅಮಾವಾಸ್ಯೆಯ ಕತ್ತಲೆಯಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದಳು, Options: 0) ಅವಳು ಹೊಳೆಯುತ್ತಿದ್ದಳು 1) ಅವಳು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ"
ಅದು ತಣ್ಣನೆಯ ತಂಗಾಳಿಯಂತೆ ಬಿಸಿಯಾಗಿತ್ತು,ಅದು ತುಂಬಾ ಬಿಸಿಯಾಗಿತ್ತು,ಅದು ತಣ್ಣಗಿತ್ತು,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅದು ತಣ್ಣನೆಯ ತಂಗಾಳಿಯಂತೆ ಬಿಸಿಯಾಗಿತ್ತು, Options: 0) ಅದು ತುಂಬಾ ಬಿಸಿಯಾಗಿತ್ತು 1) ಅದು ತಣ್ಣಗಿತ್ತು"
ಅದು ಬಿರುಗಾಳಿಯಂತೆ ಬಿಸಿಯಾಗಿತ್ತು,ಅದು ತುಂಬಾ ಬಿಸಿಯಾಗಿತ್ತು,ಅದು ತಣ್ಣಗಿತ್ತು,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅದು ಬಿರುಗಾಳಿಯಂತೆ ಬಿಸಿಯಾಗಿತ್ತು, Options: 0) ಅದು ತುಂಬಾ ಬಿಸಿಯಾಗಿತ್ತು 1) ಅದು ತಣ್ಣಗಿತ್ತು"
ಆಕೆ ಮಾಡೆಲ್ ನಂತೆ ಆಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,ಆಕೆ ಹೆಚ್ಚು ಅಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,ಆಕೆ ಕಡಿಮೆ ಅಲಂಕಾರ ಮಾಡಿದ್ದಳು,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆಕೆ ಮಾಡೆಲ್ ನಂತೆ ಆಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು, Options: 0) ಆಕೆ ಹೆಚ್ಚು ಅಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು 1) ಆಕೆ ಕಡಿಮೆ ಅಲಂಕಾರ ಮಾಡಿದ್ದಳು"
ಆಕೆ ಹಳ್ಳಿ ಹೆಂಗಸಿನಂತೆ ಆಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,ಆಕೆ ಹೆಚ್ಚು ಅಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,ಆಕೆ ಕಡಿಮೆ ಅಲಂಕಾರ ಮಾಡಿದ್ದಳು,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆಕೆ ಹಳ್ಳಿ ಹೆಂಗಸಿನಂತೆ ಆಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು, Options: 0) ಆಕೆ ಹೆಚ್ಚು ಅಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು 1) ಆಕೆ ಕಡಿಮೆ ಅಲಂಕಾರ ಮಾಡಿದ್ದಳು"
ಆ ಊಟವು ರಾಗಿಮುದ್ದೆಯಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಊಟವು ರಾಗಿಮುದ್ದೆಯಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು, Options: 0) ಊಟ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು 1) ಊಟ ಆರೋಗ್ಯಕರವಾಗಿರಲಿಲ್ಲ"
ಆ ಊಟವು ಬರ್ಗರ್ ನಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಊಟವು ಬರ್ಗರ್ ನಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು, Options: 0) ಊಟ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು 1) ಊಟ ಆರೋಗ್ಯಕರವಾಗಿರಲಿಲ್ಲ"
ಆ ಪ್ರಾಣಿಯು ಕೋಲಾನಂತೆ ಅತಿಯಾದ ನಿದ್ರೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಪ್ರಾಣಿಯು ಕೋಲಾನಂತೆ ಅತಿಯಾದ ನಿದ್ರೆ ಮಾಡುತ್ತಿತ್ತು, Options: 0) ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು 1) ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು"
ಆ ಪ್ರಾಣಿಯು ಕಪ್ಪೆಯಂತೆ ಅತಿಯಾದ ನಿದ್ರೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಪ್ರಾಣಿಯು ಕಪ್ಪೆಯಂತೆ ಅತಿಯಾದ ನಿದ್ರೆ ಮಾಡುತ್ತಿತ್ತು, Options: 0) ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು 1) ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು"
ಆ ಹೆಂಗಸು ರಂಬೆಯಂತೆ ಸುಂದರವಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಸುಂದರವಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಕುರೂಪಿಯಾಗಿದ್ದಳು,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಹೆಂಗಸು ರಂಬೆಯಂತೆ ಸುಂದರವಾಗಿದ್ದಳು, Options: 0) ಆ ಹೆಂಗಸು ಸುಂದರವಾಗಿದ್ದಳು 1) ಆ ಹೆಂಗಸು ಕುರೂಪಿಯಾಗಿದ್ದಳು"
ಆ ಹೆಂಗಸು ಶೂರ್ಪಣಕಿಯಂತೆ ಸುಂದರವಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಸುಂದರವಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಕುರೂಪಿಯಾಗಿದ್ದಳು,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಹೆಂಗಸು ಶೂರ್ಪಣಕಿಯಂತೆ ಸುಂದರವಾಗಿದ್ದಳು, Options: 0) ಆ ಹೆಂಗಸು ಸುಂದರವಾಗಿದ್ದಳು 1) ಆ ಹೆಂಗಸು ಕುರೂಪಿಯಾಗಿದ್ದಳು"
ಆ ಚಾದರವು ಹಾಸಿಗೆಯಂತೆ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಚಾದರವು ಹಾಸಿಗೆಯಂತೆ ಮೃದುವಾಗಿತ್ತು, Options: 0) ಆ ಚಾದರ ಮೃದುವಾಗಿತ್ತು 1) ಆ ಚಾದರ ಮೃದುವಾಗಿರಲಿಲ್ಲ"
ಆ ಚಾದರವು ಗಟ್ಟಿ ನೆಲದಂತೆ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಚಾದರವು ಗಟ್ಟಿ ನೆಲದಂತೆ ಮೃದುವಾಗಿತ್ತು, Options: 0) ಆ ಚಾದರ ಮೃದುವಾಗಿತ್ತು 1) ಆ ಚಾದರ ಮೃದುವಾಗಿರಲಿಲ್ಲ"
ಅದು ಕೆರೆಯಂತೆ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗದ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅದು ಕೆರೆಯಂತೆ ಅಗಲವಾಗಿತ್ತು, Options: 0) ಆ ಜಾಗದ ಅಗಲವಾಗಿತ್ತು 1) ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ"
ಅದು ನದಿಯಂತೆ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗದ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅದು ನದಿಯಂತೆ ಅಗಲವಾಗಿತ್ತು, Options: 0) ಆ ಜಾಗದ ಅಗಲವಾಗಿತ್ತು 1) ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ"
ಆ ಆಟವು ಸ್ಕೈ ಡ್ರೈವ್ ನಂತೆ ರೋಚಕವಾಗಿತ್ತು,ಆಟ ರೋಚಕವಾಗಿತ್ತು,ಆಟ ರೋಚಕವಾಗಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಆಟವು ಸ್ಕೈ ಡ್ರೈವ್ ನಂತೆ ರೋಚಕವಾಗಿತ್ತು, Options: 0) ಆಟ ರೋಚಕವಾಗಿತ್ತು 1) ಆಟ ರೋಚಕವಾಗಿರಲಿಲ್ಲ"
ಆ ಆಟವು ನಡಿಗೆಯಂತೆ ರೋಚಕವಾಗಿತ್ತು,ಆಟ ರೋಚಕವಾಗಿತ್ತು,ಆಟ ರೋಚಕವಾಗಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ಆಟವು ನಡಿಗೆಯಂತೆ ರೋಚಕವಾಗಿತ್ತು, Options: 0) ಆಟ ರೋಚಕವಾಗಿತ್ತು 1) ಆಟ ರೋಚಕವಾಗಿರಲಿಲ್ಲ"
ಆ ವ್ಯಕ್ತಿಯು ಬರಹಗಾರನಂತೆ ತಮಾಷೆಯಾಗಿದ್ದನು,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದ,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ವ್ಯಕ್ತಿಯು ಬರಹಗಾರನಂತೆ ತಮಾಷೆಯಾಗಿದ್ದನು, Options: 0) ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದ 1) ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿರಲಿಲ್ಲ"
ಆ ವ್ಯಕ್ತಿಯು ಹಾಸ್ಯಗಾರನಂತೆ ತಮಾಷೆಯಾಗಿದ್ದನು,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದ,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆ ವ್ಯಕ್ತಿಯು ಹಾಸ್ಯಗಾರನಂತೆ ತಮಾಷೆಯಾಗಿದ್ದನು, Options: 0) ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದ 1) ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿರಲಿಲ್ಲ"
ಇದು ಐಸ್ ಕ್ರೀಮ್ ನಂತೆ ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಇದು ಐಸ್ ಕ್ರೀಮ್ ನಂತೆ ತಣ್ಣಗಿತ್ತು, Options: 0) ಆ ವಸ್ತು ತಣ್ಣಗಿತ್ತು 1) ಆ ವಸ್ತು ತಣ್ಣಗಿರಲಿಲ್ಲ"
ಇದು ಸೂಪ್ ನಂತೆ ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಇದು ಸೂಪ್ ನಂತೆ ತಣ್ಣಗಿತ್ತು, Options: 0) ಆ ವಸ್ತು ತಣ್ಣಗಿತ್ತು 1) ಆ ವಸ್ತು ತಣ್ಣಗಿರಲಿಲ್ಲ"
ಅದು ಇಡ್ಲಿಯಂತೆ ಗರಿಗರಿಯಾಗಿತ್ತು,ಅದು ಗರಿಗರಿಯಾಗಿತ್ತು,ಅದು ಗರಿಗರಿಯಾಗಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅದು ಇಡ್ಲಿಯಂತೆ ಗರಿಗರಿಯಾಗಿತ್ತು, Options: 0) ಅದು ಗರಿಗರಿಯಾಗಿತ್ತು 1) ಅದು ಗರಿಗರಿಯಾಗಿರಲಿಲ್ಲ"
ಅದು ದೋಸೆಯಂತೆ ಗರಿಗರಿಯಾಗಿತ್ತು,ಅದು ಗರಿಗರಿಯಾಗಿತ್ತು,ಅದು ಗರಿಗರಿಯಾಗಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅದು ದೋಸೆಯಂತೆ ಗರಿಗರಿಯಾಗಿತ್ತು, Options: 0) ಅದು ಗರಿಗರಿಯಾಗಿತ್ತು 1) ಅದು ಗರಿಗರಿಯಾಗಿರಲಿಲ್ಲ"
ಅವಳು ಹಾಕಿದ್ದ ಒಡವೆಯು ಚಿನ್ನದಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಗಟ್ಟಿ ಇತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಟಳ್ಳಾಗಿತ್ತು,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅವಳು ಹಾಕಿದ್ದ ಒಡವೆಯು ಚಿನ್ನದಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು, Options: 0) ಅವಳ ಒಡವೆ ತುಂಬಾ ಗಟ್ಟಿ ಇತ್ತು 1) ಅವಳ ಒಡವೆ ತುಂಬಾ ಟಳ್ಳಾಗಿತ್ತು"
ಅವಳು ಹಾಕಿದ್ದ ಒಡವೆಯು ವಜ್ರದಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಗಟ್ಟಿ ಇತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಟಳ್ಳಾಗಿತ್ತು,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಅವಳು ಹಾಕಿದ್ದ ಒಡವೆಯು ವಜ್ರದಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು, Options: 0) ಅವಳ ಒಡವೆ ತುಂಬಾ ಗಟ್ಟಿ ಇತ್ತು 1) ಅವಳ ಒಡವೆ ತುಂಬಾ ಟಳ್ಳಾಗಿತ್ತು"
ಆಕೆಯ ಉಡುಪು ಕಾಮನ ಬಿಲ್ಲಿನಂತೆ ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳನ್ನು ಹೊಂದಿರಲಿಲ್ಲ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆಕೆಯ ಉಡುಪು ಕಾಮನ ಬಿಲ್ಲಿನಂತೆ ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು, Options: 0) ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು 1) ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳನ್ನು ಹೊಂದಿರಲಿಲ್ಲ"
ಆಕೆಯ ಉಡುಪು ಬಿಳಿ ಹಲಗೆಯಂತೆ ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳನ್ನು ಹೊಂದಿರಲಿಲ್ಲ,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆಕೆಯ ಉಡುಪು ಬಿಳಿ ಹಲಗೆಯಂತೆ ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು, Options: 0) ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು 1) ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳನ್ನು ಹೊಂದಿರಲಿಲ್ಲ"
ಈ ಮನೆಯು ಹೊಸ ಕಟ್ಟಡದಂತೆ ಹಳೆಯದು,ಆ ಮನೆ ಹಳೆಯದು,ಆ ಮನೆ ಹೊಸದು,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಈ ಮನೆಯು ಹೊಸ ಕಟ್ಟಡದಂತೆ ಹಳೆಯದು, Options: 0) ಆ ಮನೆ ಹಳೆಯದು 1) ಆ ಮನೆ ಹೊಸದು"
ಈ ಮನೆಯು ಹಳೆಯ ಸ್ಮಾರಕದಂತೆ ಹಳೆಯದು,ಆ ಮನೆ ಹಳೆಯದು,ಆ ಮನೆ ಹೊಸದು,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಈ ಮನೆಯು ಹಳೆಯ ಸ್ಮಾರಕದಂತೆ ಹಳೆಯದು, Options: 0) ಆ ಮನೆ ಹಳೆಯದು 1) ಆ ಮನೆ ಹೊಸದು"
ಆತ ಮಾತನಾಡುವುದು ಪಿಸುಮಾತಿನಂತೆ ಕರ್ಕಶವಾಗಿದೆ,ಆತ ಮಾತನಾಡುವುದು ಕರ್ಕಶವಾಗಿದೆ,ಆತ ಮಾತಾಡುವುದು ಇಂಪಾಗಿದೆ,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: ಆತ ಮಾತನಾಡುವುದು ಪಿಸುಮಾತಿನಂತೆ ಕರ್ಕಶವಾಗಿದೆ, Options: 0) ಆತ ಮಾತನಾಡುವುದು ಕರ್ಕಶವಾಗಿದೆ 1) ಆತ ಮಾತಾಡುವುದು ಇಂಪಾಗಿದೆ"
