ending1,ending2,startphrase,labels,instruction_column
Ngelakoni urip dadi santri ana wae ceritane senajan nentremake,Ngelakoni urip dadi santri ana wae ceritane senajan gawe usrek,Ngelakoni urip dadi santri ana wae ceritane senajan umpama surya wayah sore,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ngelakoni urip dadi santri ana wae ceritane senajan umpama surya wayah sore, Options: 0) Ngelakoni urip dadi santri ana wae ceritane senajan nentremake 1) Ngelakoni urip dadi santri ana wae ceritane senajan gawe usrek"
Ngelakoni urip dadi santri ana wae ceritane senajan nentremake,Ngelakoni urip dadi santri ana wae ceritane senajan gawe usrek,Ngelakoni urip dadi santri ana wae ceritane senajan umpama kesasar ning alas roban,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ngelakoni urip dadi santri ana wae ceritane senajan umpama kesasar ning alas roban, Options: 0) Ngelakoni urip dadi santri ana wae ceritane senajan nentremake 1) Ngelakoni urip dadi santri ana wae ceritane senajan gawe usrek"
Bapake yen kerja sampe pol-polan,Bapake yen kerja sampe males-malesan,Bapake yen kerja sampe kaya adol tangan karo sikil,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bapake yen kerja sampe kaya adol tangan karo sikil, Options: 0) Bapake yen kerja sampe pol-polan 1) Bapake yen kerja sampe males-malesan"
Bapake yen kerja sampe pol-polan,Bapake yen kerja sampe males-malesan,Bapake yen kerja sampe kaya adol omongan,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bapake yen kerja sampe kaya adol omongan, Options: 0) Bapake yen kerja sampe pol-polan 1) Bapake yen kerja sampe males-malesan"
Nuruti dhawuh e wong tuwa dadi ragu-ragu,Nuruti dhawuh e wong tuwa dadi kukuh,Nuruti dhawuhe wong tuwa dadi umpama nggenggem bara geni,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nuruti dhawuhe wong tuwa dadi umpama nggenggem bara geni, Options: 0) Nuruti dhawuh e wong tuwa dadi ragu-ragu 1) Nuruti dhawuh e wong tuwa dadi kukuh"
Nuruti dhawuh e wong tuwa dadi ragu-ragu,Nuruti dhawuh e wong tuwa dadi kukuh,Nuruti dhawuhe wong tuwa dadi umpama nggenggem tembaga wesi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nuruti dhawuhe wong tuwa dadi umpama nggenggem tembaga wesi, Options: 0) Nuruti dhawuh e wong tuwa dadi ragu-ragu 1) Nuruti dhawuh e wong tuwa dadi kukuh"
Tenangane wong kuwi kuat banget,Tenangane wong kuwi lemes banget,Tenangane wong kuwi kaya ngangkat kebo limo,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Tenangane wong kuwi kaya ngangkat kebo limo, Options: 0) Tenangane wong kuwi kuat banget 1) Tenangane wong kuwi lemes banget"
Tenangane wong kuwi kuat banget,Tenangane wong kuwi lemes banget,Tenangane wong kuwi kaya kambrukan wulu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Tenangane wong kuwi kaya kambrukan wulu, Options: 0) Tenangane wong kuwi kuat banget 1) Tenangane wong kuwi lemes banget"
Enteke dhuwit gajiku boros,Enteke dhuwit gajiku irit,Enteke dhuwit gajiku umpama ngetutke miline banyu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Enteke dhuwit gajiku umpama ngetutke miline banyu, Options: 0) Enteke dhuwit gajiku boros 1) Enteke dhuwit gajiku irit"
Enteke dhuwit gajiku boros,Enteke dhuwit gajiku irit,Enteke dhuwit gajiku umpama dipendhem nggo mangsa ketelu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Enteke dhuwit gajiku umpama dipendhem nggo mangsa ketelu, Options: 0) Enteke dhuwit gajiku boros 1) Enteke dhuwit gajiku irit"
Urip ning perkampungan Jakarta guyub,Urip ning perkampungan Jakarta akeh gelut,Urip ning perkampungan Jakarta kaya tinemu sadulur tunggal getih,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Urip ning perkampungan Jakarta kaya tinemu sadulur tunggal getih, Options: 0) Urip ning perkampungan Jakarta guyub 1) Urip ning perkampungan Jakarta akeh gelut"
Urip ning perkampungan Jakarta guyub,Urip ning perkampungan Jakarta akeh gelut,Urip ning perkampungan Jakarta kaya ngorbanake getih,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Urip ning perkampungan Jakarta kaya ngorbanake getih, Options: 0) Urip ning perkampungan Jakarta guyub 1) Urip ning perkampungan Jakarta akeh gelut"
"Nek gawe pegawe kantor iki, keputusan mau isuk pengaruhe gedhe","Nek gawe pegawe kantor iki, keputusan mau isuk pengaruhe cilik","Nek gawe pegawe kantor iki, keputusan mau isuk kaya gong tinabuh",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nek gawe pegawe kantor iki, keputusan mau isuk kaya gong tinabuh, Options: 0) Nek gawe pegawe kantor iki, keputusan mau isuk pengaruhe gedhe 1) Nek gawe pegawe kantor iki, keputusan mau isuk pengaruhe cilik"
"Nek gawe pegawe kantor iki, keputusan mau isuk pengaruhe gedhe","Nek gawe pegawe kantor iki, keputusan mau isuk pengaruhe cilik","Nek gawe pegawe kantor iki, keputusan mau isuk kaya nabuh kenong",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nek gawe pegawe kantor iki, keputusan mau isuk kaya nabuh kenong, Options: 0) Nek gawe pegawe kantor iki, keputusan mau isuk pengaruhe gedhe 1) Nek gawe pegawe kantor iki, keputusan mau isuk pengaruhe cilik"
Keputusan sing digawe Bu Dwi wis teguh,Keputusan sing digawe Bu Dwi wis ora teguh,Keputusan sing digawe Bu Dwi wis kaya kayu jati ngadeg-jejeg,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Keputusan sing digawe Bu Dwi wis kaya kayu jati ngadeg-jejeg, Options: 0) Keputusan sing digawe Bu Dwi wis teguh 1) Keputusan sing digawe Bu Dwi wis ora teguh"
Keputusan sing digawe Bu Dwi wis teguh,Keputusan sing digawe Bu Dwi wis ora teguh,Keputusan sing digawe Bu Dwi wis kaya wedi ning pinggir segara,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Keputusan sing digawe Bu Dwi wis kaya wedi ning pinggir segara, Options: 0) Keputusan sing digawe Bu Dwi wis teguh 1) Keputusan sing digawe Bu Dwi wis ora teguh"
Lia lan adhine rukun,Lia lan adhine musuhan,Lia lan adhine kaya kopi dibanjur susu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lia lan adhine kaya kopi dibanjur susu, Options: 0) Lia lan adhine rukun 1) Lia lan adhine musuhan"
Lia lan adhine rukun,Lia lan adhine musuhan,Lia lan adhine kaya lenga karo banyu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lia lan adhine kaya lenga karo banyu, Options: 0) Lia lan adhine rukun 1) Lia lan adhine musuhan"
Didikan keluargane disiplin,Didikan keluargane sekarepe dewe,Didikan keluargane umpama prajurit Jepang arep tempur,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Didikan keluargane umpama prajurit Jepang arep tempur, Options: 0) Didikan keluargane disiplin 1) Didikan keluargane sekarepe dewe"
Didikan keluargane disiplin,Didikan keluargane sekarepe dewe,Didikan keluargane umpama cul-culane kuthuk,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Didikan keluargane umpama cul-culane kuthuk, Options: 0) Didikan keluargane disiplin 1) Didikan keluargane sekarepe dewe"
Bener jare wong kene yen Bu Lurah tumindake nglarani ati,Bener jare wong kene yen Bu Lurah tumindake nyenengke ati,Bener jare wong kene yen Bu Lurah tumindake kaya pucuk kertas nyeset driji,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bener jare wong kene yen Bu Lurah tumindake kaya pucuk kertas nyeset driji, Options: 0) Bener jare wong kene yen Bu Lurah tumindake nglarani ati 1) Bener jare wong kene yen Bu Lurah tumindake nyenengke ati"
Bener jare wong kene yen Bu Lurah tumindake nglarani ati,Bener jare wong kene yen Bu Lurah tumindake nyenengke ati,Bener jare wong kene yen Bu Lurah tumindake kaya nyiram madu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bener jare wong kene yen Bu Lurah tumindake kaya nyiram madu, Options: 0) Bener jare wong kene yen Bu Lurah tumindake nglarani ati 1) Bener jare wong kene yen Bu Lurah tumindake nyenengke ati"
Doni karo Yanti pancen cocok sesandhingan,Doni karo Yanti pancen ora cocok sesandhingan,Doni karo Yanti pancen kaya Rama Sinta ing pewayangan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Doni karo Yanti pancen kaya Rama Sinta ing pewayangan, Options: 0) Doni karo Yanti pancen cocok sesandhingan 1) Doni karo Yanti pancen ora cocok sesandhingan"
Doni karo Yanti pancen cocok sesandhingan,Doni karo Yanti pancen ora cocok sesandhingan,Doni karo Yanti pancen kaya Rahwana Sinta ing pewayangan,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Doni karo Yanti pancen kaya Rahwana Sinta ing pewayangan, Options: 0) Doni karo Yanti pancen cocok sesandhingan 1) Doni karo Yanti pancen ora cocok sesandhingan"
Nyawang esemmu rasane adem,Nyawang esemmu rasane panas,Nyawang esemmu rasane kaya angin semilir,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nyawang esemmu rasane kaya angin semilir, Options: 0) Nyawang esemmu rasane adem 1) Nyawang esemmu rasane panas"
Nyawang esemmu rasane adem,Nyawang esemmu rasane panas,Nyawang esemmu rasane kaya panase neraka,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nyawang esemmu rasane kaya panase neraka, Options: 0) Nyawang esemmu rasane adem 1) Nyawang esemmu rasane panas"
Sepur iku suarane mbrebegi,Sepur iku suarane sepi,Sepur iku suarane kaya manuk pentet,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sepur iku suarane kaya manuk pentet, Options: 0) Sepur iku suarane mbrebegi 1) Sepur iku suarane sepi"
Sepur iku suarane mbrebegi,Sepur iku suarane sepi,Sepur iku suarane kaya manuk dares,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sepur iku suarane kaya manuk dares, Options: 0) Sepur iku suarane mbrebegi 1) Sepur iku suarane sepi"
Awakmu iku atos,Awakmu iku empuk,Awakmu iku kaya wesi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awakmu iku kaya wesi, Options: 0) Awakmu iku atos 1) Awakmu iku empuk"
Awakmu iku atos,Awakmu iku empuk,Awakmu iku kaya kapuk,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awakmu iku kaya kapuk, Options: 0) Awakmu iku atos 1) Awakmu iku empuk"
Kucing kuwi obahe cepet,Kucing kuwi obahe alon,Kucing kuwi obah kaya sepur,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kucing kuwi obah kaya sepur, Options: 0) Kucing kuwi obahe cepet 1) Kucing kuwi obahe alon"
Kucing kuwi obahe cepet,Kucing kuwi obahe alon,Kucing kuwi obah kaya becak,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kucing kuwi obah kaya becak, Options: 0) Kucing kuwi obahe cepet 1) Kucing kuwi obahe alon"
Sinden dangdut suarane merdu,Sinden dangdut suarane elek,Sinden dangdut suarane kaya manuk kutilang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sinden dangdut suarane kaya manuk kutilang, Options: 0) Sinden dangdut suarane merdu 1) Sinden dangdut suarane elek"
Sinden dangdut suarane merdu,Sinden dangdut suarane elek,Sinden dangdut suarane kaya bebek,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sinden dangdut suarane kaya bebek, Options: 0) Sinden dangdut suarane merdu 1) Sinden dangdut suarane elek"
Kelekmu mambu bosok,Kelekmu mambu wangi,Kelekmu mambu kaya telek pithik,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kelekmu mambu kaya telek pithik, Options: 0) Kelekmu mambu bosok 1) Kelekmu mambu wangi"
Kelekmu mambu bosok,Kelekmu mambu wangi,Kelekmu mambu kaya kembang melati,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kelekmu mambu kaya kembang melati, Options: 0) Kelekmu mambu bosok 1) Kelekmu mambu wangi"
Manuk dara mabure cepet,Manuk dara mabure alon,Manuk dara mabur kaya montor mabur,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manuk dara mabur kaya montor mabur, Options: 0) Manuk dara mabure cepet 1) Manuk dara mabure alon"
Manuk dara mabure cepet,Manuk dara mabure alon,Manuk dara mabur kaya keong,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manuk dara mabur kaya keong, Options: 0) Manuk dara mabure cepet 1) Manuk dara mabure alon"
Ngenteni awakmu rasane suwi,Ngenteni awakmu rasane cepet,Ngenteni awakmu teka rasane kaya sewu tahun,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ngenteni awakmu teka rasane kaya sewu tahun, Options: 0) Ngenteni awakmu rasane suwi 1) Ngenteni awakmu rasane cepet"
Ngenteni awakmu rasane suwi,Ngenteni awakmu rasane cepet,Ngenteni awakmu teka rasane kaya limang detik,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ngenteni awakmu teka rasane kaya limang detik, Options: 0) Ngenteni awakmu rasane suwi 1) Ngenteni awakmu rasane cepet"
Gawe kowe percaya iku gampang,Gawe kowe percaya iku angel,Gawe kowe percaya iku kaya malik dlamaan tangan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Gawe kowe percaya iku kaya malik dlamaan tangan, Options: 0) Gawe kowe percaya iku gampang 1) Gawe kowe percaya iku angel"
Gawe kowe percaya iku gampang,Gawe kowe percaya iku angel,Gawe kowe percaya iku kaya munggah gunung lawu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Gawe kowe percaya iku kaya munggah gunung lawu, Options: 0) Gawe kowe percaya iku gampang 1) Gawe kowe percaya iku angel"
Sega ing warung iku rasane atos,Sega ing warung iku rasane pulen,Sega warung iku rasane kaya mangan watu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sega warung iku rasane kaya mangan watu, Options: 0) Sega ing warung iku rasane atos 1) Sega ing warung iku rasane pulen"
Sega ing warung iku rasane atos,Sega ing warung iku rasane pulen,Sega warung iku rasane kaya mangan bubur,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sega warung iku rasane kaya mangan bubur, Options: 0) Sega ing warung iku rasane atos 1) Sega ing warung iku rasane pulen"
Berita iku ditampa hal sing angel,Berita iku ditampa hal sing gampang,Berita iku ditampa kaya ngeleg obat,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Berita iku ditampa kaya ngeleg obat, Options: 0) Berita iku ditampa hal sing angel 1) Berita iku ditampa hal sing gampang"
Berita iku ditampa hal sing angel,Berita iku ditampa hal sing gampang,Berita iku ditampa kaya ngeleg idu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Berita iku ditampa kaya ngeleg idu, Options: 0) Berita iku ditampa hal sing angel 1) Berita iku ditampa hal sing gampang"
Wong iku leh mlaku cepet banget,Wong iku leh mlaku alon banget,Wong iku leh mlaku kaya numpak montor mabur,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong iku leh mlaku kaya numpak montor mabur, Options: 0) Wong iku leh mlaku cepet banget 1) Wong iku leh mlaku alon banget"
Wong iku leh mlaku cepet banget,Wong iku leh mlaku alon banget,Wong iku leh mlaku kaya numpak keong,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong iku leh mlaku kaya numpak keong, Options: 0) Wong iku leh mlaku cepet banget 1) Wong iku leh mlaku alon banget"
Rupane wingi peteng,Rupane wingi ceta,Rupane wingi kaya peteng wayah bengi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rupane wingi kaya peteng wayah bengi, Options: 0) Rupane wingi peteng 1) Rupane wingi ceta"
Rupane wingi peteng,Rupane wingi ceta,Rupane wingi kaya srengenge tengah hari,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rupane wingi kaya srengenge tengah hari, Options: 0) Rupane wingi peteng 1) Rupane wingi ceta"
Omongane bu guru landhep,Omongane bu guru alus,Omongane bu guru kaya landhep pedang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omongane bu guru kaya landhep pedang, Options: 0) Omongane bu guru landhep 1) Omongane bu guru alus"
Omongane bu guru landhep,Omongane bu guru alus,Omongane bu guru kaya kethul karet,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omongane bu guru kaya kethul karet, Options: 0) Omongane bu guru landhep 1) Omongane bu guru alus"
Wayah esuk hawane adem,Wayah esuk hawane panas,Wayah esuk hawane kaya es,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wayah esuk hawane kaya es, Options: 0) Wayah esuk hawane adem 1) Wayah esuk hawane panas"
Wayah esuk hawane adem,Wayah esuk hawane panas,Wayah esuk hawane kaya geni,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wayah esuk hawane kaya geni, Options: 0) Wayah esuk hawane adem 1) Wayah esuk hawane panas"
Banjir sasi wingi duwur banget,Banjir sasi wingi cekak banget,Banjir sasi wingi duwure kaya tugu monas,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Banjir sasi wingi duwure kaya tugu monas, Options: 0) Banjir sasi wingi duwur banget 1) Banjir sasi wingi cekak banget"
Banjir sasi wingi duwur banget,Banjir sasi wingi cekak banget,Banjir sasi wingi duwure kaya tungkak,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Banjir sasi wingi duwure kaya tungkak, Options: 0) Banjir sasi wingi duwur banget 1) Banjir sasi wingi cekak banget"
Omongane iso marai ribut,Omongane iso marai ayem,Omongane isa kaya korek gas,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omongane isa kaya korek gas, Options: 0) Omongane iso marai ribut 1) Omongane iso marai ayem"
Omongane iso marai ribut,Omongane iso marai ayem,Omongane isa kaya banyu adem,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omongane isa kaya banyu adem, Options: 0) Omongane iso marai ribut 1) Omongane iso marai ayem"
Tembok omah iku dicet werna peteng,Tembok omah iku dicet werna terang,Temok omah iku dicet werna areng,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Temok omah iku dicet werna areng, Options: 0) Tembok omah iku dicet werna peteng 1) Tembok omah iku dicet werna terang"
Tembok omah iku dicet werna peteng,Tembok omah iku dicet werna terang,Temok omah iku dicet werna pupur,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Temok omah iku dicet werna pupur, Options: 0) Tembok omah iku dicet werna peteng 1) Tembok omah iku dicet werna terang"
Bantal iki rasane alus,Bantal iki rasane athos,Bantal iki rasane kaya kapuk,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bantal iki rasane kaya kapuk, Options: 0) Bantal iki rasane alus 1) Bantal iki rasane athos"
Bantal iki rasane alus,Bantal iki rasane athos,Bantal iki rasane kaya watu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bantal iki rasane kaya watu, Options: 0) Bantal iki rasane alus 1) Bantal iki rasane athos"
Apel iku rasane asem,Apel iku rasane legi,Apel iku rasane kaya asem,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Apel iku rasane kaya asem, Options: 0) Apel iku rasane asem 1) Apel iku rasane legi"
Apel iku rasane asem,Apel iku rasane legi,Apel iku rasane kaya tebu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Apel iku rasane kaya tebu, Options: 0) Apel iku rasane asem 1) Apel iku rasane legi"
Mangsa ngarep wong iku kebak pangarep,Mangsa ngarep wong iku kebak kuciwo,Mangsa ngarep wong iku ibarat padhang esuk,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mangsa ngarep wong iku ibarat padhang esuk, Options: 0) Mangsa ngarep wong iku kebak pangarep 1) Mangsa ngarep wong iku kebak kuciwo"
