startphrase,ending1,ending2,labels,instruction_column
Sehemu la kupalilia lilkuwa tundu la sindano.,Sehemu la kupalilia lilikuwa kubwa.,Sehemu la kupalilia lilikuwa ndogo.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sehemu la kupalilia lilkuwa tundu la sindano., Options: 0) Sehemu la kupalilia lilikuwa kubwa. 1) Sehemu la kupalilia lilikuwa ndogo."
Barabara hii ni tembo.,Barabara hii ni pana sana.,Barabara hii ni nyembamba sana.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Barabara hii ni tembo., Options: 0) Barabara hii ni pana sana. 1) Barabara hii ni nyembamba sana."
Barabara hii ni uzi.,Barabara hii ni pana sana.,Barabara hii ni nyembamba sana.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Barabara hii ni uzi., Options: 0) Barabara hii ni pana sana. 1) Barabara hii ni nyembamba sana."
Maneno yake yalikuwa kama tabasamu.,Maneno yake yalikuwa fichu.,Maneno yake yalikuwa fiche.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maneno yake yalikuwa kama tabasamu., Options: 0) Maneno yake yalikuwa fichu. 1) Maneno yake yalikuwa fiche."
Maneno yake yalikuwa kama fumbo.,Maneno yake yalikuwa fichu.,Maneno yake yalikuwa fiche.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maneno yake yalikuwa kama fumbo., Options: 0) Maneno yake yalikuwa fichu. 1) Maneno yake yalikuwa fiche."
Mwanariadha huyu ni duma.,Mwanariadha huyu ana mbio sana.,Mwanariadha huyu anakimbia polepole sana.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mwanariadha huyu ni duma., Options: 0) Mwanariadha huyu ana mbio sana. 1) Mwanariadha huyu anakimbia polepole sana."
Mwanariadha huyu ni kobe.,Mwanariadha huyu ana mbio sana.,Mwanariadha huyu anakimbia polepole sana.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mwanariadha huyu ni kobe., Options: 0) Mwanariadha huyu ana mbio sana. 1) Mwanariadha huyu anakimbia polepole sana."
Nguo ya kasisi ni theluji.,Kasisi amevaa nguo nyeupe.,Kasisi amevaa nguo nyeusi.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nguo ya kasisi ni theluji., Options: 0) Kasisi amevaa nguo nyeupe. 1) Kasisi amevaa nguo nyeusi."
Nguo ya kasisi ni makaa.,Kasisi amevaa nguo nyeupe.,Kasisi amevaa nguo nyeusi.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nguo ya kasisi ni makaa., Options: 0) Kasisi amevaa nguo nyeupe. 1) Kasisi amevaa nguo nyeusi."
Alikuwa kama mtego wa dubu.,Alikuwa na ufanisi kazini.,Hakuwa na ufanisi kazini.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama mtego wa dubu., Options: 0) Alikuwa na ufanisi kazini. 1) Hakuwa na ufanisi kazini."
Alikuwa kama fedha ya haraka ya kusema uongo.,Alikuwa na ufanisi kazini.,Hakuwa na ufanisi kazini.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama fedha ya haraka ya kusema uongo., Options: 0) Alikuwa na ufanisi kazini. 1) Hakuwa na ufanisi kazini."
Filamu hii ni kama waridi.,Filamu hii ni nzuri.,Filamu hii ni mbaya.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Filamu hii ni kama waridi., Options: 0) Filamu hii ni nzuri. 1) Filamu hii ni mbaya."
Filamu hii ni kama kuwasha.,Filamu hii ni nzuri.,Filamu hii ni mbaya.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Filamu hii ni kama kuwasha., Options: 0) Filamu hii ni nzuri. 1) Filamu hii ni mbaya."
Ardhi ilikuwa kama jua.,Ardhi ilikuwa tija.,Ardhi ilikuwa tasa.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ardhi ilikuwa kama jua., Options: 0) Ardhi ilikuwa tija. 1) Ardhi ilikuwa tasa."
Ardhi ilikuwa kama mvua ya msimu ya baridi.,Ardhi ilikuwa tija.,Ardhi ilikuwa tasa.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ardhi ilikuwa kama mvua ya msimu ya baridi., Options: 0) Ardhi ilikuwa tija. 1) Ardhi ilikuwa tasa."
Miche ilikuwa kama magugu kwenye kaburi lililopuuzwa.,Miche ilikuwa inakua.,Miche ilikuwa inapungua.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Miche ilikuwa kama magugu kwenye kaburi lililopuuzwa., Options: 0) Miche ilikuwa inakua. 1) Miche ilikuwa inapungua."
Miche ilikuwa kama konokono akitoka kwenye ganda lake.,Miche ilikuwa inakua.,Miche ilikuwa inapungua.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Miche ilikuwa kama konokono akitoka kwenye ganda lake., Options: 0) Miche ilikuwa inakua. 1) Miche ilikuwa inapungua."
Alikuwa simba.,Alikuwa jasiri.,Alikuwa na haya.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa simba., Options: 0) Alikuwa jasiri. 1) Alikuwa na haya."
Alikuwa mjakazi.,Alikuwa jasiri.,Alikuwa na haya.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa mjakazi., Options: 0) Alikuwa jasiri. 1) Alikuwa na haya."
Chumba kilikuwa kama mwali.,Chumba kilikuwa kikiangaza.,Chumba kilikuwa giza.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Chumba kilikuwa kama mwali., Options: 0) Chumba kilikuwa kikiangaza. 1) Chumba kilikuwa giza."
Chumba kilikuwa kama kaburi.,Chumba kilikuwa kikiangaza.,Chumba kilikuwa giza.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Chumba kilikuwa kama kaburi., Options: 0) Chumba kilikuwa kikiangaza. 1) Chumba kilikuwa giza."
Samani hii ni kama nyota.,Samani hii ni ya kweli.,Samani hii ni ya bandia.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Samani hii ni kama nyota., Options: 0) Samani hii ni ya kweli. 1) Samani hii ni ya bandia."
Samani hii ni kama saa.,Samani hii ni ya kweli.,Samani hii ni ya bandia.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Samani hii ni kama saa., Options: 0) Samani hii ni ya kweli. 1) Samani hii ni ya bandia."
Mwanafunzi alikuwa kama pumzi za upepo mdogo.,Mwanafunzi alikuwa akinong'ona.,Mwanafunzi alikuwa akipiga kelele.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mwanafunzi alikuwa kama pumzi za upepo mdogo., Options: 0) Mwanafunzi alikuwa akinong'ona. 1) Mwanafunzi alikuwa akipiga kelele."
Mwanafunzi alikuwa kama kupasuka kwa volkano.,Mwanafunzi alikuwa akinong'ona.,Mwanafunzi alikuwa akipiga kelele.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mwanafunzi alikuwa kama kupasuka kwa volkano., Options: 0) Mwanafunzi alikuwa akinong'ona. 1) Mwanafunzi alikuwa akipiga kelele."
Upepo ulikuwa kama nguzo.,Upepo ulikuwa thabiti.,Upepo haukuwa thabiti.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Upepo ulikuwa kama nguzo., Options: 0) Upepo ulikuwa thabiti. 1) Upepo haukuwa thabiti."
Upepo ulikuwa kama jicho likitazama jua.,Upepo ulikuwa thabiti.,Upepo haukuwa thabiti.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Upepo ulikuwa kama jicho likitazama jua., Options: 0) Upepo ulikuwa thabiti. 1) Upepo haukuwa thabiti."
Alikuwa kama malaika mlezi.,Alikuwa na mapenzi kubwa kwake.,Alikuwa na chuki kali kwake.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama malaika mlezi., Options: 0) Alikuwa na mapenzi kubwa kwake. 1) Alikuwa na chuki kali kwake."
Alikuwa kama mbegu iliyoanguka kwenye mawe.,Alikuwa na mapenzi kubwa kwake.,Alikuwa na chuki kali kwake.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama mbegu iliyoanguka kwenye mawe., Options: 0) Alikuwa na mapenzi kubwa kwake. 1) Alikuwa na chuki kali kwake."
Shati lake ni chumvi.,Shati lake ni jeupe.,Shati lake ni jeusi.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Shati lake ni chumvi., Options: 0) Shati lake ni jeupe. 1) Shati lake ni jeusi."
Shati lake ni shimo la makaa ya mawe.,Shati lake ni jeupe.,Shati lake ni jeusi.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Shati lake ni shimo la makaa ya mawe., Options: 0) Shati lake ni jeupe. 1) Shati lake ni jeusi."
Wao ni kama kengele na mlio wake.,Walikubaliana juu ya jambo hilo.,Walitofautiana juu ya jambo hilo.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wao ni kama kengele na mlio wake., Options: 0) Walikubaliana juu ya jambo hilo. 1) Walitofautiana juu ya jambo hilo."
Wao ni kama moto na maji.,Walikubaliana juu ya jambo hilo.,Walitofautiana juu ya jambo hilo.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wao ni kama moto na maji., Options: 0) Walikubaliana juu ya jambo hilo. 1) Walitofautiana juu ya jambo hilo."
Sakafu hii ni kama nyoka.,Sakafu hii inateleza.,Sakafu hii ni kavu.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sakafu hii ni kama nyoka., Options: 0) Sakafu hii inateleza. 1) Sakafu hii ni kavu."
Sakafu hii ni kama ukweli wa kisukuku.,Sakafu hii inateleza.,Sakafu hii ni kavu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sakafu hii ni kama ukweli wa kisukuku., Options: 0) Sakafu hii inateleza. 1) Sakafu hii ni kavu."
Uchaguzi huu ni nadhiri za bikira.,Uchaguzi huu ni wa haki.,Uchaguzi huu si wa haki.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Uchaguzi huu ni nadhiri za bikira., Options: 0) Uchaguzi huu ni wa haki. 1) Uchaguzi huu si wa haki."
Uchaguzi huu ni kumpa hakimu hekima kwa sababu tu amevalia tofauti na wanaume wengine.,Uchaguzi huu ni wa haki.,Uchaguzi huu si wa haki.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Uchaguzi huu ni kumpa hakimu hekima kwa sababu tu amevalia tofauti na wanaume wengine., Options: 0) Uchaguzi huu ni wa haki. 1) Uchaguzi huu si wa haki."
Mchezaji alikuwa kama viatu vya jumapili.,Mchezaji alikuwa fiti kwa mchezo.,Mchezaji alikuwa hafai kwa mchezo.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mchezaji alikuwa kama viatu vya jumapili., Options: 0) Mchezaji alikuwa fiti kwa mchezo. 1) Mchezaji alikuwa hafai kwa mchezo."
Mchezaji alikuwa kama dhahabu safi kwa mzunguko.,Mchezaji alikuwa fiti kwa mchezo.,Mchezaji alikuwa hafai kwa mchezo.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mchezaji alikuwa kama dhahabu safi kwa mzunguko., Options: 0) Mchezaji alikuwa fiti kwa mchezo. 1) Mchezaji alikuwa hafai kwa mchezo."
Polisi walikuwa kama heshima sawa.,Polisi walikuwa waadilifu.,Polisi hawakuwa waadilifu.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Polisi walikuwa kama heshima sawa., Options: 0) Polisi walikuwa waadilifu. 1) Polisi hawakuwa waadilifu."
Polisi walikuwa kama waamuzi wa historia ya mipaka kwanza humunyonga mfungwa na kisha kumjaribu.,Polisi walikuwa waadilifu.,Polisi hawakuwa waadilifu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Polisi walikuwa kama waamuzi wa historia ya mipaka kwanza humunyonga mfungwa na kisha kumjaribu., Options: 0) Polisi walikuwa waadilifu. 1) Polisi hawakuwa waadilifu."
Mbwa huyu ni simba.,Mbwa huyu ni shujaa.,Mbwa huyu ni mwoga.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mbwa huyu ni simba., Options: 0) Mbwa huyu ni shujaa. 1) Mbwa huyu ni mwoga."
Mbwa huyu ni kunguru.,Mbwa huyu ni shujaa.,Mbwa huyu ni mwoga.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mbwa huyu ni kunguru., Options: 0) Mbwa huyu ni shujaa. 1) Mbwa huyu ni mwoga."
Alikuwa kama asubuhi ya mei.,Alikuwa na afya njema.,Alikuwa na afya mbovu.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama asubuhi ya mei., Options: 0) Alikuwa na afya njema. 1) Alikuwa na afya mbovu."
Alikuwa kama ini la bukini linalokusudiwa kulwa.,Alikuwa na afya njema.,Alikuwa na afya mbovu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama ini la bukini linalokusudiwa kulwa., Options: 0) Alikuwa na afya njema. 1) Alikuwa na afya mbovu."
Yeye ni mti mtukufu ambao umejeruhiwa wakati unatoa zeri.,Yeye ni mwenye huruma.,Yeye si mwenye huruma.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yeye ni mti mtukufu ambao umejeruhiwa wakati unatoa zeri., Options: 0) Yeye ni mwenye huruma. 1) Yeye si mwenye huruma."
Yeye ni kaisari.,Yeye ni mwenye huruma.,Yeye si mwenye huruma.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yeye ni kaisari., Options: 0) Yeye ni mwenye huruma. 1) Yeye si mwenye huruma."
Eneo la benki ni kama mkuu katika ngome lake.,Eneo la benki limelindwa.,Eneo la benki ni dhahiri.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eneo la benki ni kama mkuu katika ngome lake., Options: 0) Eneo la benki limelindwa. 1) Eneo la benki ni dhahiri."
Eneo la benki ni kama nyota kwenye usiku tupu.,Eneo la benki limelindwa.,Eneo la benki ni dhahiri.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eneo la benki ni kama nyota kwenye usiku tupu., Options: 0) Eneo la benki limelindwa. 1) Eneo la benki ni dhahiri."
Majengo yale ni safu ya mwanga.,Majengo yale ni ya kisasa.,Majengo yale ni ya zamani.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Majengo yale ni safu ya mwanga., Options: 0) Majengo yale ni ya kisasa. 1) Majengo yale ni ya zamani."
Majengo yale ni umri wa jiwe.,Majengo yale ni ya kisasa.,Majengo yale ni ya zamani.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Majengo yale ni umri wa jiwe., Options: 0) Majengo yale ni ya kisasa. 1) Majengo yale ni ya zamani."
Dereva alikuwa kama hakimu.,Dereva alikuwa kiasi.,Dereva alikuwa mlevi.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dereva alikuwa kama hakimu., Options: 0) Dereva alikuwa kiasi. 1) Dereva alikuwa mlevi."
Dereva alikuwa kama Lutu wa bibilia.,Dereva alikuwa kiasi.,Dereva alikuwa mlevi.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dereva alikuwa kama Lutu wa bibilia., Options: 0) Dereva alikuwa kiasi. 1) Dereva alikuwa mlevi."
Ilikuwa kama ndoto ya mama ya mtoto wake.,Ilikuwa zabuni.,Ilikuwa ngumu.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ilikuwa kama ndoto ya mama ya mtoto wake., Options: 0) Ilikuwa zabuni. 1) Ilikuwa ngumu."
Ilikuwa kama ngozi.,Ilikuwa zabuni.,Ilikuwa ngumu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ilikuwa kama ngozi., Options: 0) Ilikuwa zabuni. 1) Ilikuwa ngumu."
Msichana yule ni Daudi.,Msichana yule amebarikiwa.,Msichana yule amelaaniwa.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Msichana yule ni Daudi., Options: 0) Msichana yule amebarikiwa. 1) Msichana yule amelaaniwa."
Msichana yule ni hekalu takatifu lenye limeibiwa.,Msichana yule amebarikiwa.,Msichana yule amelaaniwa.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Msichana yule ni hekalu takatifu lenye limeibiwa., Options: 0) Msichana yule amebarikiwa. 1) Msichana yule amelaaniwa."
Hali ya hewa ni kama mito ya kina kirefu.,Hali ya hewa ni shwari.,Hali ya hewa ni ya dhoruba.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hali ya hewa ni kama mito ya kina kirefu., Options: 0) Hali ya hewa ni shwari. 1) Hali ya hewa ni ya dhoruba."
Hali ya hewa ni kama kimbunga kamili.,Hali ya hewa ni shwari.,Hali ya hewa ni ya dhoruba.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hali ya hewa ni kama kimbunga kamili., Options: 0) Hali ya hewa ni shwari. 1) Hali ya hewa ni ya dhoruba."
Alipewa faraja kama mtoto mchanga.,Alipewa faraja baada ya tukio.,Alipewa majonzi baada ya tukio.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alipewa faraja kama mtoto mchanga., Options: 0) Alipewa faraja baada ya tukio. 1) Alipewa majonzi baada ya tukio."
Alipewa majonzi kama mafuriko yalioinuliwa kwenye vijito vidogo na mvua ya ghafla.,Alipewa faraja baada ya tukio.,Alipewa majonzi baada ya tukio.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alipewa majonzi kama mafuriko yalioinuliwa kwenye vijito vidogo na mvua ya ghafla., Options: 0) Alipewa faraja baada ya tukio. 1) Alipewa majonzi baada ya tukio."
Alihama kama sekunde moja hadi nyingine.,Alihama karibu na shangazi.,Alihama mbali na shangazi.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alihama kama sekunde moja hadi nyingine., Options: 0) Alihama karibu na shangazi. 1) Alihama mbali na shangazi."
Alihama kama wema ulivyo juu ya ubaya.,Alihama karibu na shangazi.,Alihama mbali na shangazi.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alihama kama wema ulivyo juu ya ubaya., Options: 0) Alihama karibu na shangazi. 1) Alihama mbali na shangazi."
Nyumba hii ni pamba.,Nyumba hii ni safi.,Nyumba hii ni chafu.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nyumba hii ni pamba., Options: 0) Nyumba hii ni safi. 1) Nyumba hii ni chafu."
Nyumba hii ni dampo.,Nyumba hii ni safi.,Nyumba hii ni chafu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nyumba hii ni dampo., Options: 0) Nyumba hii ni safi. 1) Nyumba hii ni chafu."
Barua yake ilikuwa kama mama na mwanawe.,Barua yake ilikuwa ya hisia.,Barua yake haikuwa ya hisia.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Barua yake ilikuwa kama mama na mwanawe., Options: 0) Barua yake ilikuwa ya hisia. 1) Barua yake haikuwa ya hisia."
Barua ilikuwa kama pambano lililogandishwa.,Barua yake ilikuwa ya hisia.,Barua yake haikuwa ya hisia.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Barua ilikuwa kama pambano lililogandishwa., Options: 0) Barua yake ilikuwa ya hisia. 1) Barua yake haikuwa ya hisia."
Safari ilikuwa kama jua baada ya mvua.,Safari ilikuwa na starehe.,Safari haikuwa na starehe.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Safari ilikuwa kama jua baada ya mvua., Options: 0) Safari ilikuwa na starehe. 1) Safari haikuwa na starehe."
Safari ilikuwa kama jogoo ndani ya bwawa.,Safari ilikuwa na starehe.,Safari haikuwa na starehe.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Safari ilikuwa kama jogoo ndani ya bwawa., Options: 0) Safari ilikuwa na starehe. 1) Safari haikuwa na starehe."
